,Series,ETS.unweighted ,ARIMA.unweighted ,OLS.unweighted ,ETS.weighted ,ARIMA.weighted ,OLS.weighted ,Actual,date,ForecastInterval
9318,BEHVis,17.20169885,26.30804394,11.52922043,15.71449952,23.96702799,16.71300004,13.080697,6,1Step
9319,BEHVis,19.47714177,20.13589329,17.9541255,17.4669927,18.15524351,18.15964546,16.0636429,7,1Step
9320,BEHVis,15.34543829,19.62508141,17.47436977,13.33023999,18.47528594,14.55739048,16.3739739,8,1Step
9321,BEHVis,13.66549625,15.86811524,16.39993981,10.84092018,15.50938183,11.552726,23.182591,9,1Step
9322,BEHVis,17.43663249,23.22786481,15.94076558,15.4297664,17.36023975,15.28173163,0,10,1Step
9323,BEHVis,15.68054886,16.89030947,13.75494198,15.24409594,17.2498452,16.05822702,4.6438149,11,1Step
9324,BEHVis,26.28441144,49.89697537,16.00504635,22.43505642,30.41618675,23.37089133,31.9650814,12,1Step
9325,BEHVis,52.67467757,42.85943161,39.59074206,45.92846602,27.4112212,47.32180312,14.5345158,13,1Step
9326,BEHVis,6.968367239,9.167127268,8.062717127,8.722578845,15.10417877,5.308205255,33.9578996,14,1Step
9327,BEHVis,76.8850373,20.79305539,15.71451032,39.47246118,24.4123465,18.92691083,65.5002741,15,1Step
9328,BEHVis,36.51453552,31.2109317,38.72996383,34.46501068,25.03278929,38.85260364,4.4146016,16,1Step
9329,BEHVis,16.47155498,12.98758728,11.75854581,15.14138673,17.11698596,13.62982767,45.6465184,17,1Step
9330,BEHVis,15.75852482,20.27937006,12.72394607,14.70450194,16.99363998,17.92991679,5.7125478,18,1Step
9331,BEHVis,20.98709896,22.67764248,13.03536082,18.39425197,17.76613423,19.39116454,13.8341241,19,1Step
9332,BEHVis,14.98171149,16.12505333,12.44272336,13.63384283,15.16806127,15.80354952,3.0910075,20,1Step
9333,BEHVis,11.9514994,17.51962026,9.743337172,10.93690732,15.58583615,12.81352075,9.9786082,21,1Step
9334,BEHVis,14.44150351,11.87521924,11.32723917,13.44516635,13.46662951,16.55716259,9.4694768,22,1Step
9335,BEHVis,16.12667483,12.86354271,22.25007593,15.21608112,17.62866915,17.34829412,41.9420418,23,1Step
9336,BEHVis,29.11208212,39.59988356,21.16797619,23.12668366,31.21605736,24.67559458,9.4961168,24,1Step
9337,BEHBus,0.426296983,5.22033692,7.851884668,9.132070927,12.33947771,0,14.7536499,1,1Step
9338,BEHBus,7.884132937,10.54646239,5.158273366,9.25669652,8.552730761,0,0,2,1Step
9339,BEHBus,52.65835616,12.96658705,60.14150614,22.34877195,9.16233392,52.88345788,1.8523051,3,1Step
9340,BEHBus,5.754922873,10.79168655,6.740247375,8.410479252,9.303427224,0,0,4,1Step
9341,BEHBus,12.88772245,15.55227245,10.17973854,11.22000127,12.26191512,3.171048738,21.8044258,5,1Step
9342,BEHBus,6.986420301,10.58667728,8.586007632,9.255449651,10.50303992,0,28.2778317,6,1Step
9343,BEHBus,14.12761555,13.94283061,9.530992171,14.96285647,16.20924376,0.282662076,63.8400696,7,1Step
9344,BEHBus,13.61336693,15.04371572,6.956822112,11.75955162,12.10172536,0,10.8704685,8,1Step
9345,BEHBus,13.41688635,14.66375572,8.391513715,11.97079793,11.59701973,0.019978542,3.7977473,9,1Step
9346,BEHBus,11.87921189,15.19494015,0.609881166,12.50387776,9.504090639,0,1.7161028,10,1Step
9347,BEHBus,12.29786168,15.73324403,12.37297177,11.40804493,12.33012967,0,15.1786345,11,1Step
9348,BEHBus,8.151700648,15.38684367,6.628179761,8.471482702,11.38746605,0,1.263835,12,1Step
9349,BEHBus,3.727704806,8.168224736,7.082243958,11.10373076,14.64151078,0,35.383815,13,1Step
9350,BEHBus,8.974874502,17.29833548,7.830996337,9.097344801,10.39766072,0,1.1802084,14,1Step
9351,BEHBus,90.00341304,18.38728676,56.69896926,31.06924512,10.49485478,50.09935738,2.6781745,15,1Step
9352,BEHBus,9.167198915,12.91294664,5.135003404,9.682897162,10.68659709,0,0,16,1Step
9353,BEHBus,12.29206953,18.00416366,10.95448961,11.40097799,14.23996905,0.325350804,50.5345318,17,1Step
9354,BEHBus,9.430232287,13.70338351,8.314022656,10.29741652,11.72381828,0,3.3160012,18,1Step
9355,BEHBus,13.05940781,21.65400208,9.253493711,15.08927585,16.22832406,0,32.0845214,19,1Step
9356,BEHBus,12.05180816,14.0662835,9.043686722,11.43017201,11.85210146,0,0.7088964,20,1Step
9357,BEHBus,11.85415268,13.12025766,9.127008385,11.3729258,11.07626943,0,1.4435073,21,1Step
9358,BEHBus,10.45943115,13.54939952,4.409212845,11.59010906,10.51367631,0,1.8762089,22,1Step
9359,BEHBus,10.75346403,12.45076661,9.130889666,11.15200827,10.67996085,0,16.1710711,23,1Step
9360,BEHBus,6.886617026,9.097019702,6.312850858,8.541507599,9.471637572,0,0,24,1Step
9361,BEHOth,-2.750649867,-0.187327264,-0.046896972,2.163405746,1.619404961,0,0,1,1Step
9362,BEHOth,2.683579489,3.792882831,0.29658529,2.746917218,3.114792874,0,3.5483183,2,1Step
9363,BEHOth,30.16893261,4.993352783,3.317617434,2.854987363,2.659454069,4.243330729,0,3,1Step
9364,BEHOth,2.880931162,1.882440777,0.292379278,2.519994176,2.19600273,0.066814689,0,4,1Step
9365,BEHOth,3.50884012,6.135126106,2.051921582,2.878909152,3.300040036,0.832107849,16.0047679,5,1Step
9366,BEHOth,3.127723504,2.430977636,0.0046015,2.745529993,3.003423665,0,2.1445943,6,1Step
9367,BEHOth,2.698955873,3.344363792,0.198811657,2.561939428,2.475615154,0,0,7,1Step
9368,BEHOth,4.48152922,6.89913521,3.938498632,2.703632278,2.845565701,4.503293457,0,8,1Step
9369,BEHOth,4.250377827,2.451618443,3.663953627,2.654714643,2.576225721,1.083762529,0,9,1Step
9370,BEHOth,0.8192472,3.054921297,3.265149105,2.602173501,2.359323354,3.684601256,0,10,1Step
9371,BEHOth,3.11921065,3.146000389,1.399344589,2.698778467,2.406352487,0.801108351,0,11,1Step
9372,BEHOth,3.923169814,9.878933455,3.237493713,2.72297033,2.693201833,1.882592113,2.8021949,12,1Step
9373,BEHOth,-2.044181949,1.295269622,-0.138353385,2.285857154,1.666771798,0,0,13,1Step
9374,BEHOth,3.474139314,7.36279113,0.015786785,2.847690536,2.88016563,0,0,14,1Step
9375,BEHOth,63.05961316,9.320283883,4.866920969,2.978759378,2.554289028,3.970333372,1.1590734,15,1Step
9376,BEHOth,4.182121159,5.677295861,1.609851863,2.510259127,1.941287284,0,0,16,1Step
9377,BEHOth,5.173832728,4.436064871,2.013359832,2.78376466,2.038595113,0.562223238,2.2791542,17,1Step
9378,BEHOth,2.885511822,4.304044447,0.266587222,2.65232406,2.105272301,0,4.4994702,18,1Step
9379,BEHOth,4.032038465,8.19083221,-0.084104913,2.484120635,1.795758546,0,0,19,1Step
9380,BEHOth,3.541485416,4.317861371,3.368831839,2.665959897,2.199490311,4.231985565,4.1833868,20,1Step
9381,BEHOth,2.983217423,4.745248835,1.000445796,2.718462777,2.053365365,0.811958411,5.882371,21,1Step
9382,BEHOth,0.879520333,1.672169204,3.787476386,2.768702019,2.420093468,3.41230107,2.5701408,22,1Step
9383,BEHOth,2.22201706,4.029471282,0.977141639,2.732704129,2.370764353,0.528312078,0,23,1Step
9384,BEHOth,2.648976007,0.717698662,2.290402105,2.566949197,2.23167469,1.609299755,0,24,1Step
9385,CAAHol,1441.119878,1411.21193,1433.736871,1394.574901,1352.159718,1488.188086,1164.926111,1,1Step
9386,CAAHol,575.6703033,519.3689409,499.3882017,564.7821297,506.0288343,556.6735312,434.1184015,2,1Step
9387,CAAHol,599.1130973,627.6700252,567.6300202,583.3797399,615.1096946,541.8247972,477.7266134,3,1Step
9388,CAAHol,724.6587806,800.929862,671.8417036,709.0569191,770.7245649,718.1651055,750.2194256,4,1Step
9389,CAAHol,457.5722418,446.4131646,402.4611682,449.3650966,443.3960262,422.4008054,411.0549489,5,1Step
9390,CAAHol,475.8152945,541.8385966,452.9503622,458.5615503,543.2507358,431.5797619,362.1746994,6,1Step
9391,CAAHol,637.4764298,679.5460359,597.4557813,639.7621868,683.6611583,604.0815152,813.16376,7,1Step
9392,CAAHol,730.5493244,693.8872221,733.9653899,717.4847302,697.8830316,645.6768407,640.1496631,8,1Step
9393,CAAHol,812.3400895,821.8524024,712.6373089,789.0360537,808.8141226,734.1187666,604.9291006,9,1Step
9394,CAAHol,878.4965159,918.9566998,893.9986043,869.4649432,901.4495273,886.7315948,774.6440568,10,1Step
9395,CAAHol,778.8376192,784.4604684,779.7548207,764.0962132,771.330607,772.0852294,710.2119102,11,1Step
9396,CAAHol,587.3711988,612.6933897,588.2941663,585.3987573,609.6478573,574.2704647,677.0048969,12,1Step
9397,CAAHol,1318.684755,1339.217382,1413.611242,1281.734162,1285.300385,1412.494965,1182.774059,13,1Step
9398,CAAHol,529.2995702,520.2548936,397.9880032,522.7169654,529.1502755,519.58113,657.7273731,14,1Step
9399,CAAHol,570.1319271,489.8317262,546.9729335,543.8474833,485.7269283,509.524822,442.9349077,15,1Step
9400,CAAHol,729.0299086,791.8984699,730.6397961,701.5952587,754.9136028,686.3516354,543.5853628,16,1Step
9401,CAAHol,457.8046646,399.390631,404.5063363,446.7565918,397.0225167,390.5254261,410.1548848,17,1Step
9402,CAAHol,476.817889,426.4633127,400.3971384,460.2699823,441.7138285,399.5726257,487.4918977,18,1Step
9403,CAAHol,658.0063224,722.2541784,656.1916636,657.3148619,736.9538896,571.9337261,842.3478064,19,1Step
9404,CAAHol,698.1687866,627.0337725,693.5674922,689.6473908,637.9960806,613.3872658,762.6214054,20,1Step
9405,CAAHol,822.6441862,704.1275165,641.1546643,803.6069602,703.8020397,701.6872614,588.1156845,21,1Step
9406,CAAHol,891.7243258,897.6873338,914.4521617,878.4137547,868.5886016,854.1581411,782.558096,22,1Step
9407,CAAHol,771.8849919,787.2598784,806.3871618,755.6344744,765.4593072,739.3698248,615.8775718,23,1Step
9408,CAAHol,584.8619141,591.8369253,534.8546297,580.0154878,592.7606968,541.4131089,757.2991209,24,1Step
9409,CAAVis,469.0724191,562.7615581,498.1499782,462.5676583,471.1305414,461.2945031,483.025519,1,1Step
9410,CAAVis,216.8428639,196.4255322,243.9271842,216.9830044,244.3170609,204.9870361,429.8219112,2,1Step
9411,CAAVis,209.4483294,204.7232876,218.6078156,197.0730232,219.8601361,192.6221818,163.1804717,3,1Step
9412,CAAVis,330.2326501,313.2086615,332.2096169,306.6139524,285.8779063,291.3053376,261.9036965,4,1Step
9413,CAAVis,248.4180885,242.4114942,242.3200409,235.8787191,259.1037555,223.2897173,221.2004875,5,1Step
9414,CAAVis,287.891276,235.8435903,286.8337437,278.2582003,237.4564097,253.7116083,294.3096624,6,1Step
9415,CAAVis,276.6107715,284.6858288,270.7969493,272.3520411,278.5149816,234.0826435,317.773534,7,1Step
9416,CAAVis,295.5500525,270.9078282,303.4936517,283.483104,278.3972474,266.3566206,316.6719242,8,1Step
9417,CAAVis,367.2145801,236.1143613,324.1149822,359.0987944,231.9953445,307.5436803,246.0147993,9,1Step
9418,CAAVis,313.3491748,341.2326959,329.7410417,292.1566796,318.4348985,282.3966632,262.1346954,10,1Step
9419,CAAVis,301.6708421,271.1427566,281.3548878,282.0513565,288.6631643,239.9924739,427.4104917,11,1Step
9420,CAAVis,321.1308384,354.4598912,294.5909476,294.1931603,337.2651231,271.0947517,295.378633,12,1Step
9421,CAAVis,501.6812518,554.5637106,490.3185687,472.5441249,446.1037882,452.0858788,390.524872,13,1Step
9422,CAAVis,244.3258135,255.8093062,251.5170684,236.7640791,289.944432,199.3078203,267.2926774,14,1Step
9423,CAAVis,204.1388883,189.8480915,208.60691,195.1875438,213.9267215,187.0467279,194.2902216,15,1Step
9424,CAAVis,315.680357,270.5317019,306.591045,303.4766226,276.0237867,285.666504,286.6220099,16,1Step
9425,CAAVis,244.4491491,260.2512022,266.0990537,233.492223,266.1994238,217.579349,384.4370174,17,1Step
9426,CAAVis,290.1308136,239.0369132,281.5002621,285.5405912,253.7280943,247.9293074,168.8473498,18,1Step
9427,CAAVis,271.4260237,277.4573384,265.2867061,269.8200854,270.8805,228.2283905,326.4609865,19,1Step
9428,CAAVis,294.5822321,299.2019399,323.4530556,283.0029262,311.7654332,260.4304146,402.5773332,20,1Step
9429,CAAVis,365.4507593,245.041113,296.9510718,364.4736754,240.3692126,301.5455211,276.2500347,21,1Step
9430,CAAVis,307.9887051,314.3980444,319.5235269,292.7160634,314.9501698,276.326551,323.1817373,22,1Step
9431,CAAVis,278.4153827,326.7869503,315.8753215,261.3453803,331.3859885,233.8504087,280.8684313,23,1Step
9432,CAAVis,302.6517057,334.8141949,275.7252635,286.8381298,322.0209107,264.8807334,310.9679253,24,1Step
9433,CAABus,123.1954052,80.57451255,65.77699753,147.1178877,112.6501487,53.97127659,120.7359031,1,1Step
9434,CAABus,70.91716164,101.4752824,71.36519438,70.97398696,99.5732824,40.65218775,131.344969,2,1Step
9435,CAABus,111.0349493,80.96789146,112.9290793,102.9541597,95.718526,83.03570276,114.0830324,3,1Step
9436,CAABus,65.92586932,98.27102435,86.57644883,58.80496484,105.4203894,27.7493872,219.0004742,4,1Step
9437,CAABus,131.4064142,100.7483877,124.5308037,126.2934125,102.2081104,85.25108188,193.6259903,5,1Step
9438,CAABus,152.645067,123.8360147,104.8839661,157.0752499,107.4895194,63.69389392,155.4815023,6,1Step
9439,CAABus,180.2552357,129.2946482,122.4504985,162.3942538,105.659496,80.8725939,81.4082289,7,1Step
9440,CAABus,129.4078631,120.2387499,96.57036758,112.0294,99.24900462,63.95978081,53.2651459,8,1Step
9441,CAABus,213.1665448,122.2499117,129.7479917,213.5707658,102.0951326,125.7149951,111.0700102,9,1Step
9442,CAABus,130.1916163,118.2457479,111.5575425,111.5838215,108.6932675,64.79059727,81.1583945,10,1Step
9443,CAABus,147.5689378,116.1601722,129.1850309,130.3449636,111.9012222,87.08029127,144.40241,11,1Step
9444,CAABus,59.69367778,95.77847637,63.99706836,55.7320744,92.32251927,17.03803798,60.1199874,12,1Step
9445,CAABus,135.3540873,88.21543452,97.57031662,143.5789369,117.2327386,53.49749123,202.8000551,13,1Step
9446,CAABus,101.5622312,127.2123243,111.8843289,101.0601926,111.0563844,34.91517021,215.6864569,14,1Step
9447,CAABus,146.4185538,97.91448058,175.8016092,128.9314021,98.31384557,77.90375395,27.6020281,15,1Step
9448,CAABus,97.93046484,82.44132459,77.7473166,90.16415379,97.94354295,22.50721579,36.0380871,16,1Step
9449,CAABus,129.1470087,109.3199356,99.39440207,118.8180319,103.8127105,79.98587524,120.4381858,17,1Step
9450,CAABus,127.2321753,114.3367112,88.36241328,126.5214819,102.2120505,58.39502471,81.9380541,18,1Step
9451,CAABus,141.7457883,111.6337261,105.3995646,118.8795368,98.53784626,75.54135749,116.5691422,19,1Step
9452,CAABus,106.7929385,93.50763112,102.7209507,96.25884906,94.16583915,58.59601932,88.44372,20,1Step
9453,CAABus,173.1961932,121.759384,131.7997488,169.7348428,102.6571019,120.3187277,41.2944752,21,1Step
9454,CAABus,108.9175718,100.1832518,107.1369157,95.31764211,104.8526024,59.36182175,202.669237,22,1Step
9455,CAABus,145.1061124,119.2777257,133.9333373,137.21674,109.9894648,81.61900785,131.1909516,23,1Step
9456,CAABus,66.15976849,91.90672656,92.98110403,68.33773324,98.15929078,11.54424663,59.8911363,24,1Step
9457,CAAOth,65.6077818,0.643710674,17.97244423,31.96672714,21.20158593,11.43427122,6.0964349,1,1Step
9458,CAAOth,21.88209417,32.09826357,28.68020247,26.60264542,29.54990852,15.81159897,99.1391264,2,1Step
9459,CAAOth,23.81963549,9.375447445,16.24143221,27.42973661,24.1175077,15.00624098,50.1068314,3,1Step
9460,CAAOth,38.16977945,25.61137862,17.10275919,24.80528618,21.88602734,20.73637377,20.0965449,4,1Step
9461,CAAOth,25.79296842,21.47541908,21.78429558,26.46955152,25.90473563,18.20318551,54.2803384,5,1Step
9462,CAAOth,8.963181072,37.52121255,25.65267641,24.70620358,28.26463268,19.39965089,28.49379,6,1Step
9463,CAAOth,20.431148,44.07958339,29.446047,25.90308353,28.83186877,32.26749414,20.8736412,7,1Step
9464,CAAOth,34.47542052,29.79689904,28.71199933,27.52305868,25.38500711,22.93316349,31.0948016,8,1Step
9465,CAAOth,-3.445352455,45.20421857,27.24083868,21.73816949,27.57789709,25.45187212,42.0253331,9,1Step
9466,CAAOth,44.73155642,24.78656019,43.98917176,28.51542436,26.07246119,35.25263071,37.608694,10,1Step
9467,CAAOth,22.78228919,20.36106269,39.63033492,24.13848993,29.70657105,31.32784645,33.5484966,11,1Step
9468,CAAOth,27.31901241,15.29902502,13.94673931,22.22287614,22.78125277,16.33380583,2.9931587,12,1Step
9469,CAAOth,78.23594879,22.56222449,17.7152003,33.89034381,20.75090345,10.24016322,30.5205843,13,1Step
9470,CAAOth,22.87107856,46.62914088,21.34761241,25.89630296,30.671152,15.75541788,15.9878897,14,1Step
9471,CAAOth,23.27736321,11.3390672,17.32741198,27.78618985,28.2160933,14.77748992,27.3643258,15,1Step
9472,CAAOth,17.01093942,11.07171744,27.30581071,20.85352138,23.33987325,20.52934371,15.4553984,16,1Step
9473,CAAOth,25.42688065,31.35016081,30.31172363,25.55064756,29.79189712,17.98907136,38.7484253,17,1Step
9474,CAAOth,18.4720375,30.03118723,24.3247106,24.7986014,28.88251169,19.18272322,28.5821301,18,1Step
9475,CAAOth,28.13942927,36.07103562,37.26573048,26.54442965,25.58694398,32.04711981,32.9203612,19,1Step
9476,CAAOth,28.89967664,12.81369609,30.52721768,27.67447665,26.05819324,22.70943636,40.254094,20,1Step
9477,CAAOth,9.895731415,46.0108956,32.24480741,23.84323099,28.59971328,25.22477828,26.1745984,21,1Step
9478,CAAOth,36.77780351,22.49996768,42.49054168,27.97787281,29.1721726,35.02217222,20.2754391,22,1Step
9479,CAAOth,30.89553487,21.91187246,44.32969242,26.69876831,32.91685514,31.09402301,152.4755572,23,1Step
9480,CAAOth,23.35975631,11.10958213,16.8622506,23.42840667,25.43780766,16.09661747,8.5186886,24,1Step
9481,CABHol,830.230312,871.0882871,876.6076721,820.4065342,817.8915012,878.6610304,689.8527929,1,1Step
9482,CABHol,214.5456382,244.5119808,253.5627326,229.1243597,260.4690374,206.1379793,117.6308777,2,1Step
9483,CABHol,196.9791419,143.5798169,195.4097223,220.939529,174.7882345,198.4801116,348.7027032,3,1Step
9484,CABHol,303.6347392,382.3136734,405.1042495,314.3020743,381.006743,333.0052073,388.6629923,4,1Step
9485,CABHol,246.5482397,245.7788096,279.6772938,260.0694364,266.3896663,255.8600921,317.0945068,5,1Step
9486,CABHol,275.3709667,253.213533,297.7750694,285.0857225,275.374289,271.0965096,403.7228659,6,1Step
9487,CABHol,358.2754408,386.3679123,345.8360477,351.8215925,383.4124872,341.2320617,314.314303,7,1Step
9488,CABHol,274.1774294,302.6672496,280.5510212,282.4701343,316.7653106,270.9267972,289.2119034,8,1Step
9489,CABHol,357.0507662,367.7497697,340.8566057,359.8691896,369.5176511,348.5996007,260.0647848,9,1Step
9490,CABHol,416.9515918,428.2963631,414.472003,418.8700821,442.3589393,398.2528356,465.7587465,10,1Step
9491,CABHol,240.5014739,308.4825403,263.2637699,251.5524365,315.9148093,224.8593347,233.9294612,11,1Step
9492,CABHol,288.8794696,306.6838951,255.3061091,289.2855975,305.2493887,285.2511061,199.8864016,12,1Step
9493,CABHol,822.5807763,853.4706731,856.7774699,814.0775038,813.6385271,891.3344676,840.5681479,13,1Step
9494,CABHol,214.9842838,203.881654,270.8530963,238.2909679,262.6056577,199.5103229,796.855512,14,1Step
9495,CABHol,257.4300176,273.2891121,229.2648953,296.1049796,311.1090624,192.5181595,496.0522621,15,1Step
9496,CABHol,364.5493278,390.4934139,373.7126427,379.8525173,384.4986054,327.0164431,499.1213672,16,1Step
9497,CABHol,295.4288109,274.2757043,237.2103023,307.7785129,292.9566167,249.8685347,398.1969333,17,1Step
9498,CABHol,309.5703638,299.1087221,304.0855005,317.9312424,312.4396268,265.1013258,208.4879426,18,1Step
9499,CABHol,394.2637602,398.0711211,336.4615709,382.7371673,397.9271734,335.2332805,293.5592225,19,1Step
9500,CABHol,324.2746028,318.0858361,254.5005372,325.4941242,336.6308036,264.9244176,354.553549,20,1Step
9501,CABHol,389.7905269,375.9668612,384.2649643,393.239723,380.1850613,342.5936227,407.6688105,21,1Step
9502,CABHol,453.9303179,478.2045673,442.1137552,453.2992098,475.6919177,392.2432593,358.1499167,22,1Step
9503,CABHol,278.3959378,279.2025638,166.213181,284.4174832,288.4403433,218.84616,271.0666231,23,1Step
9504,CABHol,331.3467652,290.8190788,289.4567175,324.6327336,294.9194847,279.2343329,332.0728608,24,1Step
9505,CABVis,1068.133439,1193.201364,1107.848312,1109.413816,1193.925987,1102.639579,1162.947114,1,1Step
9506,CABVis,439.1385808,409.500582,514.4551695,459.2464461,418.2611859,494.645345,410.9852028,2,1Step
9507,CABVis,514.2765488,571.5142328,529.3439937,542.3042264,579.6372822,493.2000547,706.7918663,3,1Step
9508,CABVis,673.6363985,628.9581084,760.8448848,714.3788939,630.8458305,681.0164055,643.7840171,4,1Step
9509,CABVis,527.5722327,535.1908761,559.4364997,563.3136628,545.5575116,548.5169842,647.1200984,5,1Step
9510,CABVis,480.9929621,427.4403573,522.1495431,517.7485015,453.6023844,490.4102203,479.1334417,6,1Step
9511,CABVis,664.667667,777.8076192,753.9121146,704.7666741,798.1162039,665.2620552,770.736079,7,1Step
9512,CABVis,559.4938881,599.7537461,591.402743,599.1591003,626.9714283,562.9742146,783.8920196,8,1Step
9513,CABVis,584.4622126,577.0472088,639.5002902,619.4042862,594.3768255,581.8175311,649.8359825,9,1Step
9514,CABVis,582.6667414,678.9769458,660.9648286,625.4570126,699.9566143,604.0208067,638.050332,10,1Step
9515,CABVis,502.323892,575.5450401,562.0814267,537.7517,595.7730268,519.511606,535.6316131,11,1Step
9516,CABVis,582.9259571,640.2516622,630.3743917,628.1313312,650.2838034,591.2699725,673.3805607,12,1Step
9517,CABVis,1078.485911,1146.329956,1164.903419,1119.230531,1114.874706,1076.437096,864.885305,13,1Step
9518,CABVis,433.3071887,392.7089934,445.1136467,451.8217042,419.8944948,494.5471909,686.1513163,14,1Step
9519,CABVis,538.7330291,623.3870554,554.9440821,559.9933236,617.9542195,499.119028,428.930499,15,1Step
9520,CABVis,678.060122,715.0177144,793.8223587,709.9408429,704.6716201,688.348262,709.4635592,16,1Step
9521,CABVis,559.5821937,598.8678066,597.0373845,590.3831353,607.6021191,556.2063723,505.1901246,17,1Step
9522,CABVis,489.3553173,469.1614745,530.7787832,516.0358072,483.7677178,498.2152398,463.6969953,18,1Step
9523,CABVis,669.879163,787.6875479,730.727499,708.1008282,804.7604664,673.1272595,750.3217276,19,1Step
9524,CABVis,548.4829615,708.9108043,623.4741955,592.0540875,732.4840616,570.8868946,762.1732826,20,1Step
9525,CABVis,597.4066234,597.5814035,637.5458215,621.9181304,608.4306264,589.7747737,416.0669234,21,1Step
9526,CABVis,576.0833046,686.937429,636.433396,618.3507874,720.6391876,612.0219442,1039.009202,22,1Step
9527,CABVis,552.0858872,557.050541,610.5523656,591.8500022,597.8683059,527.5564854,1016.788935,23,1Step
9528,CABVis,667.1910338,649.71029,763.0888882,712.5788281,683.856913,599.3585587,845.7925476,24,1Step
9529,CABBus,194.8034935,286.3070965,214.9884855,208.7794175,248.039078,208.1798627,225.4683088,1,1Step
9530,CABBus,253.3499369,231.3834659,257.5462178,261.2755134,247.7456544,242.8973339,229.5933713,2,1Step
9531,CABBus,270.894552,229.0953506,273.7802417,272.3111625,245.1830247,266.2439423,282.1489076,3,1Step
9532,CABBus,223.3720442,290.6254977,239.1045282,246.5346117,264.4722713,232.5196882,278.6756713,4,1Step
9533,CABBus,253.1488813,256.60098,270.5354306,260.662595,269.5554991,247.3707851,328.6888089,5,1Step
9534,CABBus,256.8370398,265.3331375,273.658026,254.7042054,282.9401268,256.0807512,294.8672979,6,1Step
9535,CABBus,281.5880797,283.1009624,337.7177618,276.6882334,277.7339122,323.6558128,243.872475,7,1Step
9536,CABBus,252.5130518,273.0935561,254.7279753,266.1228622,281.0822625,256.467746,263.1080572,8,1Step
9537,CABBus,257.8399709,269.0831071,316.431294,262.238637,273.8702881,313.1558323,352.3772162,9,1Step
9538,CABBus,268.5417892,281.7578644,288.1235537,274.4317669,291.2574422,264.0028864,416.4481576,10,1Step
9539,CABBus,257.7634685,258.2890277,306.5047278,270.4964195,259.0694156,272.4709496,418.9490986,11,1Step
9540,CABBus,236.1802671,285.8852788,229.5183587,245.4012383,281.0365443,207.7318666,220.8302203,12,1Step
9541,CABBus,206.4168096,256.828919,207.8258108,210.3045446,211.9030977,188.3126341,123.4325509,13,1Step
9542,CABBus,253.7402746,213.7061472,247.8408528,257.7135034,246.1083476,244.6416372,247.9919981,14,1Step
9543,CABBus,254.9570351,280.154566,293.6854748,264.2803059,276.6057693,269.6887555,270.4001157,15,1Step
9544,CABBus,217.3114241,336.0562007,230.3662273,242.2727483,270.3081174,236.1290539,185.5239715,16,1Step
9545,CABBus,249.1411737,247.2100232,239.2630363,261.4717673,256.5016544,251.0262177,277.1027398,17,1Step
9546,CABBus,246.4966,262.022134,274.200743,255.8179528,267.8242483,259.7731108,235.3367911,18,1Step
9547,CABBus,269.8818141,292.3705962,318.9528958,277.1073275,268.8470927,327.3843942,224.1762139,19,1Step
9548,CABBus,253.8279305,255.1064435,252.3654928,267.4814626,275.1170563,260.2324949,331.0421617,20,1Step
9549,CABBus,258.0734706,259.0365681,341.8648377,268.4470194,283.1486692,316.9567445,533.4126766,21,1Step
9550,CABBus,282.9647317,345.2402751,306.4908987,291.1856167,326.8701484,267.8399615,318.3769437,22,1Step
9551,CABBus,263.0711967,295.0758106,286.1080369,278.8601298,290.7317583,276.3441876,251.4003516,23,1Step
9552,CABBus,198.7995997,255.5537458,217.322739,211.4564644,257.8554064,211.6412675,281.7397089,24,1Step
9553,CABOth,150.0162026,118.1327441,44.93878827,182.1577816,141.87612,129.4492769,283.8964527,1,1Step
9554,CABOth,145.5282514,130.3755142,97.11423506,145.8675212,127.6753489,130.8637815,109.5878436,2,1Step
9555,CABOth,99.9419675,94.13871817,91.96889715,95.08827729,112.6535483,93.45810192,232.4542924,3,1Step
9556,CABOth,235.4838608,168.00587,36.10965668,222.7593156,140.9475239,158.4718496,105.7959059,4,1Step
9557,CABOth,137.8997064,104.9427624,103.8157982,130.8969839,115.4232097,138.7291837,95.541903,5,1Step
9558,CABOth,95.67044927,102.7054268,79.01772571,78.87062501,113.4131965,104.8220556,76.0182132,6,1Step
9559,CABOth,119.6034311,120.5206445,114.547044,129.344407,134.2594633,127.0234713,314.7616172,7,1Step
9560,CABOth,161.9053143,144.857023,141.2275618,161.5603349,142.2219573,138.3414596,40.4011274,8,1Step
9561,CABOth,183.3602059,117.8902659,158.1691654,161.2081504,116.4363709,159.5186372,208.4301676,9,1Step
9562,CABOth,152.3286264,125.0304098,124.1057789,156.3106098,132.3476983,154.6636726,145.1916031,10,1Step
9563,CABOth,273.8866757,132.3350557,193.2004416,249.497638,127.4715921,250.9321149,107.5373285,11,1Step
9564,CABOth,97.08687965,112.624881,98.24610424,81.17855894,114.0954959,94.40409626,83.7902186,12,1Step
9565,CABOth,161.9068055,129.3926493,121.6444988,191.7080749,131.5613875,150.6046076,90.8588365,13,1Step
9566,CABOth,141.0852884,89.0484057,125.4148838,134.3667656,105.7582496,139.2393072,46.2079227,14,1Step
9567,CABOth,89.40833725,123.0203291,82.27345905,94.83157679,112.3842937,102.3861014,85.677773,15,1Step
9568,CABOth,194.9154491,196.3952915,156.1825014,174.5320698,135.1762261,167.4657087,69.1154417,16,1Step
