,Series,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,ARIMAX.rec,ARIMAX.unrec,OLSX.rec,OLSX.unrec,Actual,date,ForecastInterval
4499,Zone x Purpose/CAHol,1625.022549,1623.722092,1540.887827,1561.978184,1623.568144,1625.05049,1661.709213,,1448.691356,11,1Step
4500,Zone x Purpose/CAHol,1453.297096,1528.363997,1321.846768,1350.22828,1448.928158,1523.916705,1442.106637,,1458.396669,12,1Step
4501,Zone x Purpose/CAHol,3488.000079,3465.370122,3598.190327,3597.662574,3453.789033,3433.63169,3663.525817,,3428.190059,13,1Step
4502,Zone x Purpose/CAHol,1137.27467,1185.002633,1033.031469,1061.558895,1082.392452,1122.927426,1483.119889,,1882.604399,14,1Step
4503,Zone x Purpose/CAHol,1153.989627,1196.734868,1151.594233,1167.647383,1248.46199,1308.668431,1051.242452,,1410.634265,15,1Step
4504,Zone x Purpose/CAHol,1678.02433,1587.896753,1615.298485,1624.388873,1516.772478,1464.378168,1556.368941,,1758.691577,16,1Step
4505,Zone x Purpose/CAHol,1064.274153,1054.240276,994.8941298,965.9507583,1051.671862,1053.910872,705.4044255,,1293.723822,17,1Step
4506,Zone x Purpose/CAHol,1143.421292,1111.877205,1136.612886,1154.488399,1134.658224,1112.350441,947.0916137,,1214.322805,18,1Step
4507,Zone x Purpose/CAHol,1662.390611,1600.940618,1553.063443,1532.898527,1658.562747,1600.796326,1483.584874,,2057.047756,19,1Step
4508,Zone x Purpose/CAHol,1610.591767,1540.61377,1601.571202,1632.282157,1583.887839,1540.069952,1577.075276,,1666.779729,20,1Step
4509,Zone x Purpose/CAHol,1862.583271,1738.97428,1784.249134,1747.845786,1824.662846,1738.388717,1980.187765,,1813.064798,21,1Step
4510,Zone x Purpose/CAHol,2125.387824,2067.085663,2106.029769,2123.233808,2124.091933,2067.339864,2218.746271,,1861.470621,22,1Step
4511,Zone x Purpose/CAHol,1595.337757,1569.280185,1523.445792,1549.027382,1583.055413,1569.768268,1635.598211,,1464.850893,23,1Step
4512,Zone x Purpose/CAHol,1453.180347,1480.994084,1355.180715,1355.27855,1415.387698,1481.485073,1415.893447,,1735.852958,24,1Step
4513,Zone x Purpose/CAVis,2191.937413,2349.939154,2019.191148,2032.034475,2200.634755,2349.864937,2003.315656,,2091.3111,1,1Step
4514,Zone x Purpose/CAVis,700.9021818,718.5416401,911.0056653,910.2919371,772.0353448,855.6384607,1078.123974,,1022.607866,2,1Step
4515,Zone x Purpose/CAVis,970.6057098,1061.061735,917.943433,950.5696265,925.1820792,1007.440378,816.34407,,1187.002449,3,1Step
4516,Zone x Purpose/CAVis,1192.376888,1135.048498,1405.461929,1359.152653,1245.22943,1192.784823,1015.719438,,1127.984888,4,1Step
4517,Zone x Purpose/CAVis,991.5604198,1010.545037,969.8387442,974.1402005,997.1432764,1003.123139,1032.413115,,1237.186297,5,1Step
4518,Zone x Purpose/CAVis,943.9221225,919.7494506,1073.720675,1073.594602,982.5534713,1008.311258,985.9879714,,956.8298304,6,1Step
4519,Zone x Purpose/CAVis,1299.740049,1292.234716,1278.265598,1246.295776,1254.942935,1184.545801,1148.603904,,1208.637184,7,1Step
4520,Zone x Purpose/CAVis,1107.165693,1147.225027,1068.814965,1079.750128,1054.709691,1057.804368,1070.384966,,1305.295433,8,1Step
4521,Zone x Purpose/CAVis,1028.072747,978.239797,1161.052746,1190.584317,1087.957349,1112.607814,1123.99203,,1161.275931,9,1Step
4522,Zone x Purpose/CAVis,1282.357349,1349.704453,1264.755553,1253.695825,1267.994927,1348.954013,1153.352494,,1181.806225,10,1Step
4523,Zone x Purpose/CAVis,1085.964043,1146.44525,1042.315236,1079.779424,1069.71253,1145.323518,1018.292062,,1178.378997,11,1Step
4524,Zone x Purpose/CAVis,1223.521568,1260.582966,1184.991071,1203.426572,1216.96001,1261.19281,1129.251792,,1266.793176,12,1Step
4525,Zone x Purpose/CAVis,2166.151158,2240.576417,2090.254112,2073.536663,2172.73,2242.229553,1986.351056,,1554.534613,13,1Step
4526,Zone x Purpose/CAVis,784.4463161,824.1089145,849.4455721,833.9503408,789.2706202,822.5817029,1082.213047,,1120.090353,14,1Step
4527,Zone x Purpose/CAVis,1038.362421,1158.141337,927.2477753,938.6483494,1202.781946,1291.248835,825.5891432,,812.487818,15,1Step
4528,Zone x Purpose/CAVis,1209.560871,1161.948955,1299.410736,1252.91303,1089.169157,1055.258691,1173.388639,,1380.100711,16,1Step
4529,Zone x Purpose/CAVis,1127.251551,1150.791614,1065.230763,1067.450283,1110.079049,1158.077153,965.9636596,,1035.814558,17,1Step
4530,Zone x Purpose/CAVis,965.0222983,974.0777041,1019.611041,1041.214709,973.9984479,974.636613,955.824714,,768.6416325,18,1Step
4531,Zone x Purpose/CAVis,1282.556305,1252.957351,1248.976592,1190.599027,1287.091124,1254.10906,1144.892759,,1380.467856,19,1Step
4532,Zone x Purpose/CAVis,1250.474139,1342.361632,1113.578416,1108.613162,1244.434025,1342.118207,1073.913681,,1376.666866,20,1Step
4533,Zone x Purpose/CAVis,1092.115707,1057.907955,1154.197983,1145.179286,1096.358384,1048.20198,1130.377603,,871.1416006,21,1Step
4534,Zone x Purpose/CAVis,1204.379911,1219.205374,1200.711362,1194.25799,1196.452838,1219.571823,1160.657715,,1687.352935,22,1Step
4535,Zone x Purpose/CAVis,1117.647808,1137.174645,1119.532522,1120.226741,1078.478645,1088.555579,1025.947778,,1561.417627,23,1Step
4536,Zone x Purpose/CAVis,1268.979161,1312.134147,1277.742516,1282.568338,1271.394025,1313.254062,1137.016062,,1533.02325,24,1Step
4537,Zone x Purpose/CABus,365.7430081,387.0634653,325.2753594,304.6094159,372.4182287,390.2645219,308.194356,,370.2325796,1,1Step
4538,Zone x Purpose/CABus,355.7881673,376.7090304,402.5419562,330.9287988,352.1321842,380.2102599,410.2158927,,378.5963155,2,1Step
4539,Zone x Purpose/CABus,340.5065958,378.6738946,420.9531134,404.3859292,342.6013162,382.0700414,397.2613264,,405.5925235,3,1Step
4540,Zone x Purpose/CABus,427.4031213,381.4370848,391.535544,320.0029686,386.3091773,339.0415711,310.9416633,,579.677193,4,1Step
4541,Zone x Purpose/CABus,414.1618317,400.6679051,437.0136467,394.1822957,440.6664608,407.8342736,334.2054439,,647.2522422,5,1Step
4542,Zone x Purpose/CABus,463.6935032,409.6327488,441.9476501,376.5658131,453.7517496,411.7759864,372.2999102,,485.3839282,6,1Step
4543,Zone x Purpose/CABus,460.6105045,390.4654734,545.7677904,485.046964,450.9800352,393.1646916,457.7026932,,354.4817538,7,1Step
4544,Zone x Purpose/CABus,438.8295853,376.8754936,383.2618669,359.2699648,435.4242779,379.5153147,407.0657213,,598.1047844,8,1Step
4545,Zone x Purpose/CABus,456.4764304,408.5905844,546.453809,524.4563447,432.458978,411.1570376,491.4259412,,537.1474367,9,1Step
4546,Zone x Purpose/CABus,458.486328,398.9498379,454.1053989,422.229592,444.4393519,401.5908804,435.7468723,,533.2978099,10,1Step
4547,Zone x Purpose/CABus,433.7828093,400.922851,462.8204252,438.0198718,429.3476465,403.560336,432.5775846,,590.5513182,11,1Step
4548,Zone x Purpose/CABus,409.3512653,409.9108821,344.992397,308.714888,402.3207755,412.5109223,284.4962709,,289.2173243,12,1Step
4549,Zone x Purpose/CABus,354.6512524,368.7374963,366.440231,316.271337,376.153517,371.6131231,244.2497557,,383.6078618,13,1Step
4550,Zone x Purpose/CABus,386.5536567,386.1093892,420.8878974,417.4736745,406.5473266,388.802425,369.7913507,,479.6201649,14,1Step
4551,Zone x Purpose/CABus,418.3935158,396.7288886,500.099279,487.1997467,411.1833569,361.9333668,366.5816073,,383.3803899,15,1Step
4552,Zone x Purpose/CABus,457.9057533,382.9177666,389.0549597,315.6786832,475.1281549,390.403161,298.0541658,,281.4673117,16,1Step
4553,Zone x Purpose/CABus,415.2945486,371.0277561,401.2112264,376.8058785,431.429668,373.2230238,316.0254187,,475.3903935,17,1Step
4554,Zone x Purpose/CABus,452.5357866,397.8419525,440.0814041,427.0271507,449.6514266,400.4628771,351.1434284,,354.5600886,18,1Step
4555,Zone x Purpose/CABus,441.6717124,378.996957,504.8357442,466.678836,447.5174193,381.7425592,443.2474463,,362.0624233,19,1Step
4556,Zone x Purpose/CABus,398.102811,382.2041751,383.7410954,385.336227,410.3424783,384.8749539,394.8780187,,466.7746544,20,1Step
4557,Zone x Purpose/CABus,450.1304477,395.390978,512.0785172,505.5745391,450.181998,397.9471079,481.5009275,,675.6721363,21,1Step
4558,Zone x Purpose/CABus,468.93486,434.7499916,465.0186389,422.1106027,461.4821401,425.1269368,427.3689723,,608.5108284,22,1Step
4559,Zone x Purpose/CABus,479.462389,430.8444782,440.6533504,455.3868632,466.3968933,432.062771,425.455669,,434.8189944,23,1Step
4560,Zone x Purpose/CABus,398.7185494,377.6862792,347.3356093,314.552164,387.4607169,380.686477,278.3536877,,359.1307808,24,1Step
4561,Zone x Purpose/CAOth,95.50031939,151.6414977,160.1490647,168.8509576,104.9223504,148.8702634,234.8591274,,307.8910555,1,1Step
4562,Zone x Purpose/CAOth,174.5342956,177.4435829,143.4450429,127.0796964,159.7749633,176.4513264,211.7108907,,213.9680067,2,1Step
4563,Zone x Purpose/CAOth,121.9418718,164.9248623,101.714508,92.24046821,124.34991,162.8982505,130.0772882,,294.4234133,3,1Step
4564,Zone x Purpose/CAOth,218.3422395,175.735677,110.3054572,71.81829464,247.8626243,202.9570579,144.9689165,,138.4463825,4,1Step
4565,Zone x Purpose/CAOth,154.9184802,157.5064613,136.2234746,134.516458,161.5960149,152.5109873,157.1505263,,155.6417123,5,1Step
4566,Zone x Purpose/CAOth,175.4428629,161.2936866,105.5983677,88.32843785,161.9020346,159.7248876,113.3235693,,106.4225923,6,1Step
4567,Zone x Purpose/CAOth,181.3294274,155.3068013,166.8828222,142.1857804,171.2194137,153.0675443,165.3347023,,335.6352584,7,1Step
4568,Zone x Purpose/CAOth,187.7316032,181.1054923,178.0150457,192.1476904,174.2797914,180.2391709,161.4699108,,72.5602187,8,1Step
4569,Zone x Purpose/CAOth,173.539941,150.7091378,191.5414086,201.1612825,142.3374573,148.2137683,192.7200803,,381.4480355,9,1Step
4570,Zone x Purpose/CAOth,166.6575144,162.7034582,196.1777254,183.5506378,159.0324754,183.9706221,221.878266,,191.5155857,10,1Step
4571,Zone x Purpose/CAOth,172.5732942,162.8380943,240.6003267,277.4876481,154.4218109,161.6540032,276.6966246,,152.72194,11,1Step
4572,Zone x Purpose/CAOth,132.0047804,162.7910424,120.4677689,106.126232,120.1116155,159.9693749,144.0416514,,86.7833773,12,1Step
4573,Zone x Purpose/CAOth,155.5199961,162.4391551,258.7618625,276.9216005,166.1349156,153.1380162,256.7800045,,127.7946795,13,1Step
4574,Zone x Purpose/CAOth,154.6744575,162.2795031,158.2038135,134.5413256,160.2955357,157.7760284,214.6847449,,85.4052953,14,1Step
4575,Zone x Purpose/CAOth,147.3196154,161.9268692,123.2378536,136.8467926,178.1524287,176.0285221,133.1708713,,160.7351557,15,1Step
4576,Zone x Purpose/CAOth,225.4478204,161.9214276,231.9563025,214.6814731,214.258165,158.4533855,191.2533332,,115.1200928,16,1Step
4577,Zone x Purpose/CAOth,176.2093986,157.1169688,157.4201609,161.135944,169.2205411,155.2905943,131.5379133,,260.4614493,17,1Step
4578,Zone x Purpose/CAOth,186.8932026,162.1555393,166.1592201,147.9403261,178.3286981,170.73893,113.2728506,,103.5502991,18,1Step
4579,Zone x Purpose/CAOth,203.1334446,161.8915517,161.5004677,131.7632468,195.7823163,153.2716238,167.8544391,,223.2253328,19,1Step
4580,Zone x Purpose/CAOth,160.0994888,162.1665911,192.9091392,190.6650954,155.1604758,167.0520167,164.3107352,,197.9193923,20,1Step
4581,Zone x Purpose/CAOth,203.8097949,162.3262018,199.310763,191.1448983,203.5152163,163.4301389,196.1341872,,120.0663773,21,1Step
4582,Zone x Purpose/CAOth,163.8908069,162.1383803,197.2846143,193.6091712,149.5311816,155.954761,225.5113392,,274.8649752,22,1Step
4583,Zone x Purpose/CAOth,173.8328459,162.6371706,294.9547561,316.2793453,172.2018191,172.2680848,280.3084157,,344.2576533,23,1Step
4584,Zone x Purpose/CAOth,147.9841723,179.7581312,146.3378072,161.7760209,132.1150894,178.9429696,147.6020011,,124.2603333,24,1Step
4585,Zone x Purpose/CBHol,533.9067245,541.2657842,596.5063788,629.9700211,521.8921647,543.1190818,592.0634389,,283.9273702,1,1Step
4586,Zone x Purpose/CBHol,168.3634771,178.633657,91.00677235,107.1154715,158.9947973,163.9073544,131.9492828,,120.474867,2,1Step
4587,Zone x Purpose/CBHol,199.484923,267.3069146,157.1936389,188.7035697,184.2888345,243.0678103,206.8281466,,152.6178272,3,1Step
4588,Zone x Purpose/CBHol,395.1186204,434.6960979,375.9440874,399.1703834,434.8953498,483.6122662,244.997252,,380.9978019,4,1Step
4589,Zone x Purpose/CBHol,372.9481924,418.2789629,264.0859555,268.5831752,370.4480658,412.3045305,340.3560947,,267.1167645,5,1Step
4590,Zone x Purpose/CBHol,327.0845268,363.0537014,283.3327937,294.7264853,330.7234454,363.7628331,365.9679295,,296.680064,6,1Step
4591,Zone x Purpose/CBHol,365.3157653,388.6649163,349.8004519,431.025816,368.7203867,385.4423645,392.3607127,,374.6606226,7,1Step
4592,Zone x Purpose/CBHol,460.247248,418.4164825,639.0443904,634.844599,441.8796453,415.9921659,571.2331239,,387.2612894,8,1Step
4593,Zone x Purpose/CBHol,401.2138874,379.949586,504.1020533,534.572245,399.189901,375.4018423,575.0688199,,689.3506062,9,1Step
4594,Zone x Purpose/CBHol,415.6795812,396.5720702,498.8667828,516.3775104,414.6305601,399.2271439,502.8364281,,206.8757771,10,1Step
4595,Zone x Purpose/CBHol,305.4598215,316.1024896,272.9460917,274.6936805,293.1928177,305.4352918,323.071165,,155.3644929,11,1Step
4596,Zone x Purpose/CBHol,244.6614937,315.4882711,181.9498716,233.5838992,249.6810817,308.2796402,235.6276115,,212.2682312,12,1Step
4597,Zone x Purpose/CBHol,391.5845408,400.7916713,586.9214835,614.4341204,411.9429795,428.6292244,597.5776368,,370.8759604,13,1Step
4598,Zone x Purpose/CBHol,172.2432233,207.3462473,71.13549657,111.6775137,171.7321251,199.6606911,133.6737988,,181.6757083,14,1Step
4599,Zone x Purpose/CBHol,217.1105722,251.2725676,123.9910061,130.7481303,269.3848891,330.9655007,211.6658607,,161.9195061,15,1Step
4600,Zone x Purpose/CBHol,377.6196705,390.0154898,346.6641923,341.3188545,318.1653658,340.8451569,357.1706261,,260.0340086,16,1Step
4601,Zone x Purpose/CBHol,363.6428828,379.5257721,352.4870834,309.4945405,353.7409954,385.6596747,233.5527376,,238.2422679,17,1Step
4602,Zone x Purpose/CBHol,374.1969572,375.6403853,304.2543364,304.0971722,333.0330718,365.6102166,367.4762143,,158.3010463,18,1Step
4603,Zone x Purpose/CBHol,403.1848519,402.8012824,391.4563678,398.8337682,393.2405221,398.8692023,390.2883028,,598.7570186,19,1Step
4604,Zone x Purpose/CBHol,474.716887,447.5111996,547.4270552,580.9750663,452.7973998,450.8397872,570.8167035,,694.987378,20,1Step
4605,Zone x Purpose/CBHol,573.8076327,507.1617939,505.4647189,492.5340093,574.3924821,509.7134465,574.5129246,,633.8907059,21,1Step
4606,Zone x Purpose/CBHol,369.2410921,297.9219586,459.5374107,472.9730685,356.8144633,293.2671979,502.2261299,,360.9666015,22,1Step
4607,Zone x Purpose/CBHol,303.7564651,309.8730627,274.0311265,270.92719,288.3681931,306.2609717,322.3359518,,328.5859328,23,1Step
4608,Zone x Purpose/CBHol,268.1202705,307.2960974,207.3311845,239.398996,248.5937735,302.9958587,234.7284913,,227.3423895,24,1Step
4609,Zone x Purpose/CBVis,369.3562595,385.7910114,503.273301,530.3416708,385.649254,412.957492,512.7851485,,661.2562724,1,1Step
4610,Zone x Purpose/CBVis,272.4812805,331.9692093,181.5694951,216.9877306,258.0027851,332.146354,260.5004572,,103.1069266,2,1Step
4611,Zone x Purpose/CBVis,212.9305593,289.6201795,184.8162242,202.0276358,209.3644339,279.8717273,213.4161362,,187.6790688,3,1Step
4612,Zone x Purpose/CBVis,343.2965483,357.802337,309.0465319,311.365035,382.1877578,406.1185105,205.8326508,,402.0470394,4,1Step
4613,Zone x Purpose/CBVis,221.0383827,242.5361322,225.559212,256.2712939,222.7855611,244.795548,293.3118138,,438.9474206,5,1Step
4614,Zone x Purpose/CBVis,250.1718755,264.330424,294.1825817,323.3474661,243.8818211,286.694396,283.5462034,,255.110641,6,1Step
4615,Zone x Purpose/CBVis,317.517058,331.8613501,352.9570366,379.679167,342.5141496,300.3684027,370.1279845,,207.1939707,7,1Step
4616,Zone x Purpose/CBVis,239.8879143,273.9938486,264.212195,292.231951,238.1271621,265.6807698,286.3559221,,296.266912,8,1Step
4617,Zone x Purpose/CBVis,299.4928696,280.8355908,375.6004921,394.8306796,287.7104012,296.0827276,341.1235189,,259.5948612,9,1Step
4618,Zone x Purpose/CBVis,289.0717196,316.0944624,297.0793769,271.7834618,284.9764127,306.8626245,264.2676139,,335.1496952,10,1Step
4619,Zone x Purpose/CBVis,214.6945246,270.1043468,236.2800367,242.5176108,222.4614653,276.982389,214.0339763,,275.8116967,11,1Step
4620,Zone x Purpose/CBVis,368.3587687,377.5310365,349.8306719,370.4569584,367.443435,375.4217936,360.1221255,,366.5957405,12,1Step
4621,Zone x Purpose/CBVis,455.9218326,442.4438151,558.0331281,543.5304901,431.4173746,437.7840368,537.2520513,,509.0837143,13,1Step
4622,Zone x Purpose/CBVis,171.2076952,222.4212829,177.0047894,182.7614768,164.8257322,222.2544231,274.4592062,,155.7274743,14,1Step
4623,Zone x Purpose/CBVis,196.0545381,293.1944975,191.5164284,214.0889592,247.0373097,320.7915026,224.9188535,,207.3060341,15,1Step
4624,Zone x Purpose/CBVis,310.9472887,336.8937528,341.0692876,319.8200212,276.0349427,328.239522,281.191097,,356.7197126,16,1Step
4625,Zone x Purpose/CBVis,281.6477964,311.5447913,264.1317572,244.8896891,269.6786965,320.3043541,256.331529,,251.1240525,17,1Step
4626,Zone x Purpose/CBVis,233.0576192,259.2412227,254.3097694,300.977949,237.0479746,258.1051992,279.9989202,,328.9983998,18,1Step
4627,Zone x Purpose/CBVis,354.3653816,342.1626518,409.9701507,401.3140327,338.6276403,345.8256987,368.5750352,,291.1623554,19,1Step
4628,Zone x Purpose/CBVis,199.2791078,285.9968255,283.8302454,283.912829,191.4675806,283.5776683,286.9910377,,319.5400027,20,1Step
4629,Zone x Purpose/CBVis,281.8928261,284.1077594,361.7279825,375.4734746,286.1469323,283.7731215,341.8851749,,234.1239486,21,1Step
4630,Zone x Purpose/CBVis,299.3968282,288.7274169,294.8679054,288.5852089,288.755753,289.143218,265.2286669,,280.1708853,22,1Step
4631,Zone x Purpose/CBVis,253.4346744,294.1743097,255.2662425,238.9726951,249.5760806,294.7990107,215.0199089,,231.5776884,23,1Step
4632,Zone x Purpose/CBVis,323.1986214,343.4256379,332.5612972,367.2281283,332.4101772,347.229663,361.1222237,,502.6563634,24,1Step
4633,Zone x Purpose/CBBus,391.8528658,402.2870302,431.4147673,447.9029185,382.9624046,401.5239761,341.8166835,,161.7256477,1,1Step
4634,Zone x Purpose/CBBus,286.8571884,306.8925626,366.9309467,338.205968,297.9826383,305.0386043,332.5555073,,421.1227981,2,1Step
4635,Zone x Purpose/CBBus,337.5464381,366.1935842,383.1186711,375.7184272,339.9497557,366.3070694,314.4120695,,533.6620713,3,1Step
4636,Zone x Purpose/CBBus,356.0370408,396.1675255,348.9739525,330.3599178,339.6118731,375.8731806,348.1324264,,304.1327487,4,1Step
4637,Zone x Purpose/CBBus,389.2436912,375.2664563,359.8517293,322.2702848,393.8789783,366.6045326,306.2683898,,431.3769819,5,1Step
4638,Zone x Purpose/CBBus,379.5895818,377.8229849,416.7278252,409.5376423,378.7429752,382.2935085,269.1303284,,654.4751585,6,1Step
4639,Zone x Purpose/CBBus,484.7611418,451.9420375,479.6644912,494.9658209,486.9418052,455.6566307,306.2581544,,441.0486134,7,1Step
4640,Zone x Purpose/CBBus,457.9412737,405.9035398,472.0844331,470.2775066,445.8969962,410.2387009,349.2161834,,184.1647897,8,1Step
4641,Zone x Purpose/CBBus,397.9890857,381.7184303,327.8558758,289.705195,372.9684614,365.883131,313.3009348,,275.1908471,9,1Step
4642,Zone x Purpose/CBBus,443.3082705,381.4719434,430.5314762,398.5203069,445.2168628,383.9464213,376.8194176,,373.6946253,10,1Step
4643,Zone x Purpose/CBBus,435.7524963,410.6612334,374.9416141,335.5482942,434.4733301,413.3755242,316.5945317,,390.7117116,11,1Step
4644,Zone x Purpose/CBBus,408.1193564,392.7730856,331.3116419,301.540694,410.0371688,396.6046006,278.9953427,,309.9822784,12,1Step
4645,Zone x Purpose/CBBus,366.9680772,397.4819654,345.970043,312.7946889,361.9810559,400.1133081,237.9323686,,179.0768699,13,1Step
4646,Zone x Purpose/CBBus,352.3245041,329.6541158,387.8581633,393.5252314,353.7111912,328.7045977,264.1546784,,440.0711506,14,1Step
4647,Zone x Purpose/CBBus,422.1103476,394.8273442,419.2854567,403.4926616,405.5572007,366.6876971,275.1925079,,536.6003065,15,1Step
4648,Zone x Purpose/CBBus,399.191796,397.8470608,369.8701644,330.0217299,418.8928182,401.8948709,294.6730867,,425.0132083,16,1Step
4649,Zone x Purpose/CBBus,418.0422418,394.0813015,351.5118848,313.4728309,415.5014899,364.9505784,311.6281666,,328.9014079,17,1Step
4650,Zone x Purpose/CBBus,428.2062064,386.9138159,340.4273182,323.8843277,415.8655006,388.2619191,274.1075695,,404.3486592,18,1Step
4651,Zone x Purpose/CBBus,422.3288082,392.6362583,385.9239032,397.2847588,402.5256247,393.5836797,305.5811127,,579.9735204,19,1Step
4652,Zone x Purpose/CBBus,410.4226173,419.6699095,445.3665081,454.8450554,423.5831414,421.057058,350.5814868,,149.8484169,20,1Step
4653,Zone x Purpose/CBBus,374.4546749,356.925658,291.4396671,278.4394443,361.1732393,356.7506615,315.9443442,,465.9187732,21,1Step
4654,Zone x Purpose/CBBus,441.685712,403.2286509,457.2544583,436.3033975,438.5727011,404.1787168,380.914463,,450.9400241,22,1Step
4655,Zone x Purpose/CBBus,431.9768935,402.0614398,385.2360633,408.9020554,411.8226802,402.7997467,321.8688612,,729.2731338,23,1Step
4656,Zone x Purpose/CBBus,467.0419343,450.9198493,382.2108757,376.8801744,429.1439454,421.025483,285.2726733,,458.2926946,24,1Step
4657,Zone x Purpose/CBOth,-6.228379983,33.98579636,-27.31572962,12.41301433,-4.516248779,35.05971292,-12.22180713,,9.231715,1,1Step
4658,Zone x Purpose/CBOth,27.29605039,33.86504474,-5.780357533,20.86149257,33.74146173,34.92175419,21.76943129,,21.4676092,2,1Step
4659,Zone x Purpose/CBOth,1.820183407,33.80486302,26.89144621,23.17069457,11.1201174,34.85027148,6.922176038,,11.1660424,3,1Step
4660,Zone x Purpose/CBOth,-5.391506769,33.69549674,15.92644954,26.28175999,-11.62468448,22.18815782,36.67857301,,9.5261287,4,1Step
4661,Zone x Purpose/CBOth,26.13808889,33.57929785,39.29599865,44.36405634,28.25537624,34.72801022,44.96066365,,28.9826072,5,1Step
4662,Zone x Purpose/CBOth,2.121197677,33.55730412,17.53507725,46.77512144,-1.893979998,34.69780581,23.27673109,,25.2533567,6,1Step
4663,Zone x Purpose/CBOth,25.66570447,33.51776151,49.25467378,86.85816126,30.58363704,34.64841465,70.85817379,,39.5966392,7,1Step
4664,Zone x Purpose/CBOth,29.94135726,33.54657136,21.32707548,46.99028411,6.304069561,34.67415751,32.84877266,,8.9307087,8,1Step
4665,Zone x Purpose/CBOth,27.10744299,33.4304588,27.70598511,39.50234169,17.57215631,34.54092184,25.06763591,,79.0495589,9,1Step
4666,Zone x Purpose/CBOth,33.91456134,33.64463297,40.76050181,29.84946291,28.83506229,34.770091,18.97208864,,73.9210385,10,1Step
4667,Zone x Purpose/CBOth,30.89431973,33.83284048,10.93839966,28.19396307,33.55801812,34.97064151,20.66984844,,39.4205984,11,1Step
4668,Zone x Purpose/CBOth,20.50662603,33.85883005,17.09010132,20.94483104,21.13329843,34.99332022,21.04395759,,42.0000684,12,1Step
4669,Zone x Purpose/CBOth,22.15108582,33.89652097,-7.964733335,11.87104899,16.66482654,35.02884826,17.05406218,,26.9723079,13,1Step
4670,Zone x Purpose/CBOth,40.131036,33.86461215,25.54692004,20.47902281,34.69619234,34.98820329,31.9106724,,39.9340833,14,1Step
4671,Zone x Purpose/CBOth,33.21690174,33.89245376,9.182347482,23.14941601,19.90880164,21.44160849,13.9549641,,76.445908,15,1Step
4672,Zone x Purpose/CBOth,23.93454992,34.08676177,31.0110482,28.86106856,20.89674215,35.00168329,30.64240444,,9.7165342,16,1Step
4673,Zone x Purpose/CBOth,37.03763725,33.97598801,51.5160254,44.47870645,38.20005109,34.87539594,57.11785117,,42.3338041,17,1Step
4674,Zone x Purpose/CBOth,35.42972015,34.01380618,26.73632227,44.64485195,12.96942932,34.91246203,32.66280651,,68.6280746,18,1Step
4675,Zone x Purpose/CBOth,50.69103308,34.16972631,65.72112402,78.87142311,27.12062586,35.07919009,72.20442756,,24.2802457,19,1Step
4676,Zone x Purpose/CBOth,5.56709551,34.12537886,45.15429067,45.35675226,-1.892784459,35.0260507,34.53529895,,14.4055111,20,1Step
4677,Zone x Purpose/CBOth,33.20007207,34.03734374,33.52306531,38.50632326,22.71565496,34.92507811,26.36514732,,3.8338693,21,1Step
4678,Zone x Purpose/CBOth,43.45183238,33.90310608,24.12713873,29.65644191,31.26182032,34.77357565,20.15600815,,109.8755503,22,1Step
4679,Zone x Purpose/CBOth,14.93098993,34.23926733,-2.055327958,24.46139798,2.31749345,35.13776086,21.81186255,,51.3743011,23,1Step
4680,Zone x Purpose/CBOth,3.893599194,34.31475206,-25.77759836,7.693643893,-10.1889735,35.21611529,22.08775988,,49.8190477,24,1Step
4681,Zone x Purpose/CCHol,635.9906456,608.5991998,583.8240229,578.2197364,626.2051087,607.2687347,627.2625587,,729.626408,1,1Step
4682,Zone x Purpose/CCHol,191.4616706,205.5975711,214.6137091,202.8108027,189.8011609,205.3134066,347.0895507,,152.669627,2,1Step
4683,Zone x Purpose/CCHol,284.8660568,322.4889897,319.6088961,334.7365911,280.9240965,317.334081,251.6256364,,163.209803,3,1Step
4684,Zone x Purpose/CCHol,503.449312,514.2296913,542.3137853,514.7068183,519.9137206,520.843399,451.9352685,,592.4565077,4,1Step
4685,Zone x Purpose/CCHol,449.1351173,473.0537033,445.9636272,419.7379701,455.3816614,475.687142,502.4979204,,741.5168314,5,1Step
4686,Zone x Purpose/CCHol,629.6913638,640.2672422,629.1930437,642.1661541,614.9358686,619.4117443,678.9288847,,519.2574506,6,1Step
4687,Zone x Purpose/CCHol,1087.652928,1115.205328,956.0812987,1010.492546,1074.233791,1097.226781,977.4003237,,1637.687407,7,1Step
4688,Zone x Purpose/CCHol,1069.752611,1012.022786,953.3734526,889.6432546,1038.897207,995.0761573,1080.325357,,1002.948584,8,1Step
4689,Zone x Purpose/CCHol,976.5370882,991.5955077,1105.39424,1146.025054,971.9679424,984.4936758,1078.897797,,1040.069854,9,1Step
4690,Zone x Purpose/CCHol,935.4990445,953.2198144,899.5768957,938.3367883,933.2637335,952.2613217,927.1331164,,931.4745774,10,1Step
4691,Zone x Purpose/CCHol,513.9481432,516.9287818,650.2172393,626.3600313,511.2492431,522.3106311,547.8424625,,468.2366502,11,1Step
4692,Zone x Purpose/CCHol,234.7837361,299.5385094,308.0277225,353.2196466,240.0223725,298.6079973,237.4740231,,356.0768327,12,1Step
