Series,date,ForecastInterval,Actual,OLS.rec,OLS.unrec,OLS.rec.matrix,OLS.unrec.matrix,Level
BDEHol,15,24Step,17.0290827,44.02782451,43.49479219,43.48254056,43.49479219,level7
BDEHol,16,24Step,30.116354,48.43871574,48.28663126,47.57856696,48.28663126,level7
BDEHol,17,24Step,10.9822067,21.37153968,21.03129175,21.30862899,21.03129175,level7
BDEHol,18,24Step,19.3295475,23.97431108,23.39894146,23.70195858,23.39894146,level7
BDEHol,19,24Step,20.5929885,16.10843102,16.47683222,16.19695558,16.47683222,level7
BDEHol,20,24Step,12.8778976,11.30354577,11.00435848,11.14155278,11.00435848,level7
BDEHol,21,24Step,56.4213704,20.43005761,20.11281734,20.45347759,20.11281734,level7
BDEHol,22,24Step,37.406604,25.90153558,25.68271746,25.59308864,25.68271746,level7
BDEHol,23,24Step,35.3437319,35.96310827,35.36417312,35.48132705,35.36417312,level7
BDEHol,24,24Step,4.5792785,24.56244318,24.38890003,24.13552153,24.38890003,level7
BDEVis,1,24Step,15.8445984,23.80091831,20.07058988,23.80091834,20.07058988,level7
BDEVis,2,24Step,6.4323794,6.2673335,4.603556094,5.306591751,4.603556094,level7
BDEVis,3,24Step,9.93402,9.876246378,6.18128985,9.447605302,6.18128985,level7
BDEVis,4,24Step,17.2601274,13.08437682,8.335421516,11.46148006,8.335421516,level7
BDEVis,5,24Step,6.2992006,10.44012496,6.295093059,8.593748193,6.295093059,level7
BDEVis,6,24Step,3.4697276,7.386001555,3.982694979,5.746185334,3.982694979,level7
BDEVis,7,24Step,1.4166132,14.27747923,9.285415881,12.46389778,9.285415881,level7
BDEVis,8,24Step,18.9195063,8.934354456,3.903726255,6.793430328,3.903726255,level7
BDEVis,9,24Step,0.9155384,7.116495525,3.365308222,4.85115232,3.365308222,level7
BDEVis,10,24Step,10.8441968,8.12998858,4.843777077,5.928226472,4.843777077,level7
BDEVis,11,24Step,31.5815826,11.19181982,7.07636157,8.908856431,7.07636157,level7
BDEVis,12,24Step,9.067647,11.08877887,7.420246894,8.736690435,7.420246894,level7
BDEVis,13,24Step,0,22.3967745,19.99627269,19.21399552,19.99627269,level7
BDEVis,14,24Step,8.3134181,6.551857277,4.277396645,4.41788582,4.277396645,level7
BDEVis,15,24Step,18.3883902,8.472015586,5.9532511,5.650059729,5.9532511,level7
BDEVis,16,24Step,2.7279151,10.3474824,7.955186997,7.685069166,7.955186997,level7
BDEVis,17,24Step,20.8595308,8.446259828,5.87735076,5.866009173,5.87735076,level7
BDEVis,18,24Step,29.7630875,7.160479962,4.371673573,4.369068681,4.371673573,level7
BDEVis,19,24Step,7.2872725,10.83531917,8.745425983,8.175699093,8.745425983,level7
BDEVis,20,24Step,5.6018767,6.705089843,4.106454002,3.721023273,4.106454002,level7
BDEVis,21,24Step,0,5.307600577,3.004477901,2.749982792,3.004477901,level7
BDEVis,22,24Step,4.5709754,6.751242382,4.457942578,4.12307293,4.457942578,level7
BDEVis,23,24Step,0,9.82582135,7.058082061,6.868270586,7.058082061,level7
BDEVis,24,24Step,19.9668013,9.346150774,7.062268495,6.534010427,7.062268495,level7
BDEBus,1,24Step,4.5755194,0.33488134,0,0.334881379,0,level7
BDEBus,2,24Step,0,-0.227560227,0,-0.534404145,0,level7
BDEBus,3,24Step,0,3.075003802,2.486111227,3.02131731,2.486111227,level7
BDEBus,4,24Step,28.3995777,0.377646462,0,0.220475419,0,level7
BDEBus,5,24Step,0,0.47629297,1.2056067,0.305779062,1.2056067,level7
BDEBus,6,24Step,0.5647078,0.714865838,0.640927304,0.711814855,0.640927304,level7
BDEBus,7,24Step,0,-3.824154132,0,-3.49385628,0,level7
BDEBus,8,24Step,0,-0.561368577,0.050791745,-0.208790985,0.050791745,level7
BDEBus,9,24Step,0,2.671544686,1.904083465,2.823113064,1.904083465,level7
BDEBus,10,24Step,0,-0.398215434,0.42609293,0.248463712,0.42609293,level7
BDEBus,11,24Step,0,-0.386609955,0.504495465,-0.255805098,0.504495465,level7
BDEBus,12,24Step,0,0.012870851,0,0.078029772,0,level7
BDEBus,13,24Step,0,-0.810692882,0,-0.515971935,0,level7
BDEBus,14,24Step,0,-0.410076736,0,-0.199790693,0,level7
BDEBus,15,24Step,4.6913712,1.574254352,1.642291783,1.682253862,1.642291783,level7
BDEBus,16,24Step,0,-0.682938185,0,-0.511009021,0,level7
BDEBus,17,24Step,0,0.263287007,0.392055954,0.498088624,0.392055954,level7
BDEBus,18,24Step,0,-0.108026969,0,0.024102959,0,level7
BDEBus,19,24Step,0,-1.136623815,0,-0.823531359,0,level7
BDEBus,20,24Step,0,-0.435598296,0,-0.128305754,0,level7
BDEBus,21,24Step,0,0.894520174,1.055700663,1.170627738,1.055700663,level7
BDEBus,22,24Step,0,-0.388378329,0,-0.218980262,0,level7
BDEBus,23,24Step,7.2584194,-0.183564784,0,-0.004285352,0,level7
BDEBus,24,24Step,0,-0.664168137,0,-0.361951722,0,level7
BDEOth,1,24Step,0,1.622180265,2.588591995,1.622180306,2.588591995,level7
BDEOth,2,24Step,0,-0.092941123,0,0.15609209,0,level7
BDEOth,3,24Step,0,0.113541093,0,0.279323395,0,level7
BDEOth,4,24Step,5.8941774,0.692717323,0.687588216,0.708592119,0.687588216,level7
BDEOth,5,24Step,0,1.802709028,1.1551261,1.617613146,1.1551261,level7
BDEOth,6,24Step,0,0.894194209,1.15066123,0.839792823,1.15066123,level7
BDEOth,7,24Step,0,4.320625807,3.645236821,4.140512847,3.645236821,level7
BDEOth,8,24Step,0,-0.302764509,0.668904509,-0.447346102,0.668904509,level7
BDEOth,9,24Step,0,-1.074899651,0.022505589,-0.897900194,0.022505589,level7
BDEOth,10,24Step,0,-1.679469834,0,-1.158161225,0,level7
BDEOth,11,24Step,0,6.702388846,7.372918195,6.730576289,7.372918195,level7
BDEOth,12,24Step,0,-1.555118161,0,-1.198009841,0,level7
BDEOth,13,24Step,0,1.858848711,2.516290034,1.933056796,2.516290034,level7
BDEOth,14,24Step,0,-0.481536138,0.018492005,-0.362243354,0.018492005,level7
BDEOth,15,24Step,0,-0.090479779,0,-0.039846739,0,level7
BDEOth,16,24Step,15.3432888,-0.059102577,0.733830516,-0.005256223,0.733830516,level7
BDEOth,17,24Step,1.9709213,0.943855123,1.177672129,1.236698607,1.177672129,level7
BDEOth,18,24Step,0,0.421319645,1.177406804,0.550195191,1.177406804,level7
BDEOth,19,24Step,0,2.600866373,3.523025047,2.828685981,3.523025047,level7
BDEOth,20,24Step,0,0.259503159,0.73666764,0.493177742,0.73666764,level7
BDEOth,21,24Step,0,-0.186707349,0.125079255,0.086831323,0.125079255,level7
BDEOth,22,24Step,0,-0.229092924,0,-0.132950233,0,level7
BDEOth,23,24Step,0,6.562889604,7.031460242,6.729766646,7.031460242,level7
BDEOth,24,24Step,0,-0.297424421,0.069535571,-0.273883409,0.069535571,level7
BDFHol,1,24Step,5.4912973,18.74837661,17.85051057,18.74837663,17.85051057,level7
BDFHol,2,24Step,10.8640157,7.99961185,8.546777338,7.955369573,8.546777338,level7
BDFHol,3,24Step,5.5642394,11.90342116,10.84878871,11.75894979,10.84878871,level7
BDFHol,4,24Step,0,10.53987729,7.957861093,10.37441257,7.957861093,level7
BDFHol,5,24Step,13.6421048,7.074423594,5.876557128,6.632031563,5.876557128,level7
BDFHol,6,24Step,0,5.942259267,5.576801737,5.917026873,5.576801737,level7
BDFHol,7,24Step,7.5425521,5.774250397,5.289527969,5.652789801,5.289527969,level7
BDFHol,8,24Step,2.4469058,18.23512628,19.57669156,18.09472233,19.57669156,level7
BDFHol,9,24Step,6.6156093,7.158286738,7.326862992,7.191477111,7.326862992,level7
BDFHol,10,24Step,10.7038126,11.81456342,11.83499409,11.64883662,11.83499409,level7
BDFHol,11,24Step,2.6305178,11.06049098,9.541464113,10.74480165,9.541464113,level7
BDFHol,12,24Step,0,11.04081245,10.74634019,11.01408394,10.74634019,level7
BDFHol,13,24Step,11.4462356,19.60189533,19.0216906,19.07674143,19.0216906,level7
BDFHol,14,24Step,12.6418032,9.514841302,9.212791125,9.381520611,9.212791125,level7
BDFHol,15,24Step,17.4430252,12.81686384,12.30388279,12.29213584,12.30388279,level7
BDFHol,16,24Step,27.2889605,9.123725444,8.699588691,8.213919757,8.699588691,level7
BDFHol,17,24Step,0,8.551530159,8.240638501,8.419759316,8.240638501,level7
BDFHol,18,24Step,3.2585648,7.5743781,7.054922313,7.328265873,7.054922313,level7
BDFHol,19,24Step,8.4648117,6.594412281,6.267144889,6.634672092,6.267144889,level7
BDFHol,20,24Step,14.5720688,20.28113681,19.95080288,20.16833928,19.95080288,level7
BDFHol,21,24Step,1.4435073,8.508631251,8.16751608,8.529848539,8.16751608,level7
BDFHol,22,24Step,6.2508764,12.75017557,12.37185623,12.43845687,12.37185623,level7
BDFHol,23,24Step,5.2177753,12.08590452,11.42323936,11.6584199,11.42323936,level7
BDFHol,24,24Step,11.5674327,14.1415881,13.77605629,13.7115253,13.77605629,level7
BDFVis,1,24Step,44.3379361,32.30166572,28.70195175,32.30166574,28.70195175,level7
BDFVis,2,24Step,4.6090972,17.57681969,17.17071646,16.53462417,17.17071646,level7
BDFVis,3,24Step,41.8984955,21.65557935,17.87148137,21.19975802,17.87148137,level7
BDFVis,4,24Step,34.125932,15.03279748,10.39319344,13.47590067,10.39319344,level7
BDFVis,5,24Step,48.3930205,13.49463079,9.612757436,11.74657867,9.612757436,level7
BDFVis,6,24Step,8.0237123,11.47912645,7.847363273,9.936133509,7.847363273,level7
BDFVis,7,24Step,8.7723172,19.28692707,14.37700432,17.53319096,14.37700432,level7
BDFVis,8,24Step,11.2932864,13.60816072,8.369954814,11.52871024,8.369954814,level7
BDFVis,9,24Step,31.2589242,11.61332113,7.917910684,9.395836822,7.917910684,level7
BDFVis,10,24Step,5.1560132,13.37416168,9.820554425,11.2429135,9.820554425,level7
BDFVis,11,24Step,29.9351271,22.6024582,18.35027302,20.39460502,18.35027302,level7
BDFVis,12,24Step,3.0777527,19.58661687,14.80204692,17.26798166,14.80204692,level7
BDFVis,13,24Step,49.6889803,30.68547471,28.19485907,27.69408283,28.19485907,level7
BDFVis,14,24Step,16.8249375,18.57985837,16.23086641,16.45695655,16.23086641,level7
BDFVis,15,24Step,9.9265431,19.40863244,16.90991922,16.60723252,16.90991922,level7
BDFVis,16,24Step,4.6837203,14.34641205,11.68206436,11.6343419,11.68206436,level7
BDFVis,17,24Step,4.1599702,12.08818256,9.548629756,9.439071738,9.548629756,level7
BDFVis,18,24Step,17.4902454,10.18295898,7.450066425,7.417787968,7.450066425,level7
BDFVis,19,24Step,20.7767161,17.04924205,14.26368028,14.34135725,14.26368028,level7
BDFVis,20,24Step,20.7785098,10.8552601,8.225477624,7.920388994,8.225477624,level7
BDFVis,21,24Step,9.5005998,10.6254894,8.298491823,8.06566893,8.298491823,level7
BDFVis,22,24Step,20.3479363,12.68493809,10.23213707,10.05349689,10.23213707,level7
BDFVis,23,24Step,32.1466953,19.89249476,17.06102545,16.98924058,17.06102545,level7
BDFVis,24,24Step,26.6779534,18.66103669,16.18516574,15.84575519,16.18516574,level7
BDFBus,1,24Step,0,12.29154057,12.08727369,12.29154061,12.08727369,level7
BDFBus,2,24Step,0,11.66075352,13.14598792,11.27245583,13.14598792,level7
BDFBus,3,24Step,1.8523051,7.314318963,6.636284933,7.233452211,6.636284933,level7
BDFBus,4,24Step,3.0494105,4.503708301,4.235413104,4.412537196,4.235413104,level7
BDFBus,5,24Step,0,6.408347384,7.400819661,6.33615812,7.400819661,level7
BDFBus,6,24Step,0,5.767736136,5.465341004,5.861508435,5.465341004,level7
BDFBus,7,24Step,56.4093417,3.302776345,7.209071079,3.692919538,7.209071079,level7
BDFBus,8,24Step,0,5.604160241,6.008742858,6.018211475,6.008742858,level7
BDFBus,9,24Step,4.7945736,7.734543757,7.022859391,7.933971031,7.022859391,level7
BDFBus,10,24Step,0,5.516707919,6.073620532,6.233900989,6.073620532,level7
BDFBus,11,24Step,0,14.21540114,14.96977963,14.42131621,14.96977963,level7
BDFBus,12,24Step,9.6756741,7.305330239,6.176421421,7.403942393,6.176421421,level7
BDFBus,13,24Step,0,12.03889452,12.75947358,12.52500257,12.75947358,level7
BDFBus,14,24Step,0,11.54343137,11.87897678,11.76478705,11.87897678,level7
BDFBus,15,24Step,0,7.421638588,7.509727291,7.550194046,7.509727291,level7
BDFBus,16,24Step,0,4.662307456,5.073193364,4.784579714,5.073193364,level7
BDFBus,17,24Step,9.6860835,8.101472541,8.259597756,8.267413993,8.259597756,level7
BDFBus,18,24Step,3.2685678,6.120288609,6.284229415,6.27865881,6.284229415,level7
BDFBus,19,24Step,0,7.687630867,8.128586091,7.952458582,8.128586091,level7
BDFBus,20,24Step,4.3309504,6.499036157,6.903487815,6.855524161,6.903487815,level7
BDFBus,21,24Step,3.3949158,7.808342852,7.94564844,8.08224773,7.94564844,level7
BDFBus,22,24Step,0,6.751543694,6.980420805,6.917670009,6.980420805,level7
BDFBus,23,24Step,0,15.2049739,15.32480866,15.43854991,15.32480866,level7
BDFBus,24,24Step,8.2542357,6.651224316,7.123403787,6.950299585,7.123403787,level7
BDFOth,1,24Step,0,-1.097026188,0,-1.09702615,0,level7
BDFOth,2,24Step,0,-1.3506153,0,-1.183035854,0,level7
BDFOth,3,24Step,1.2920734,0.610834399,0.40815185,0.749436441,0.40815185,level7
BDFOth,4,24Step,0,-0.104222157,0,-0.022347423,0,level7
BDFOth,5,24Step,0,0.384424382,0,0.297653144,0,level7
BDFOth,6,24Step,0,-0.028010423,0,0.014411474,0,level7
BDFOth,7,24Step,0,0.744446766,0.151198381,0.624179148,0.151198381,level7
BDFOth,8,24Step,0,-0.764091312,0,-0.847199262,0,level7
BDFOth,9,24Step,0,3.57596144,4.729143535,3.800819794,4.729143535,level7
BDFOth,10,24Step,0,-1.412074082,0,-0.82025155,0,level7
BDFOth,11,24Step,0,0.273850646,0.807653063,0.377148297,0.807653063,level7
BDFOth,12,24Step,0,-0.439080192,0,-0.04851864,0,level7
BDFOth,13,24Step,0,-0.567327499,0,-0.301732308,0,level7
BDFOth,14,24Step,0,-0.425496816,0,-0.295134401,0,level7
BDFOth,15,24Step,7.2618566,0.063498467,0.174029517,0.134687455,0.174029517,level7
BDFOth,16,24Step,0,-0.520880814,0,-0.516691366,0,level7
BDFOth,17,24Step,0,-0.263173273,0,-0.039189953,0,level7
BDFOth,18,24Step,0,-0.812000995,0,-0.656885177,0,level7
BDFOth,19,24Step,0,-0.226490083,0,-0.046935214,0,level7
BDFOth,20,24Step,0,-0.446017841,0,-0.163147797,0,level7
BDFOth,21,24Step,0,3.848728355,4.136640058,4.120064342,4.136640058,level7
BDFOth,22,24Step,0,0.170441553,0.240033259,0.263312494,0.240033259,level7
BDFOth,23,24Step,0,0.159522909,0.564363526,0.380696533,0.564363526,level7
BDFOth,24,24Step,0.5018711,-0.174971325,0,-0.154571459,0,level7
BEAHol,1,24Step,0,14.64757027,9.728776692,14.64757029,9.728776692,level7
BEAHol,2,24Step,0,8.923951937,8.998902729,8.811549667,8.998902729,level7
BEAHol,3,24Step,43.1290621,8.700359121,7.077394867,8.543813678,7.077394867,level7
BEAHol,4,24Step,16.6612522,18.21508578,13.92813493,17.90662778,13.92813493,level7
BEAHol,5,24Step,8.3992226,10.54406102,8.92965764,9.985612658,8.92965764,level7
BEAHol,6,24Step,1.9139574,12.84929179,13.48151182,12.36414987,13.48151182,level7
BEAHol,7,24Step,7.5907762,12.42101745,13.87540415,12.22074575,13.87540415,level7
BEAHol,8,24Step,0,9.581674274,9.523322664,9.288181267,9.523322664,level7
BEAHol,9,24Step,10.4186715,3.869241627,9.673156517,3.629624893,9.673156517,level7
BEAHol,10,24Step,2.3677064,17.82597153,16.22639364,17.61641873,16.22639364,level7
BEAHol,11,24Step,17.6519336,12.91226889,11.69298957,12.62727734,11.69298957,level7
BEAHol,12,24Step,4.9512658,10.82380762,9.706161549,10.39591269,9.706161549,level7
BEAHol,13,24Step,16.1263996,15.70971499,15.6054025,14.9866896,15.6054025,level7
BEAHol,14,24Step,3.7242682,9.350775251,8.857751346,9.16030265,8.857751346,level7
BEAHol,15,24Step,7.2886657,11.43732545,11.01448126,11.03992574,11.01448126,level7
BEAHol,16,24Step,23.4007764,16.31980948,15.44706671,15.59736882,15.44706671,level7
BEAHol,17,24Step,0,13.92831264,13.46782463,13.48234683,13.46782463,level7
BEAHol,18,24Step,5.0536697,13.7057953,13.25478821,13.44462651,13.25478821,level7
BEAHol,19,24Step,14.8244669,14.26592503,13.76763673,14.14029194,13.76763673,level7
BEAHol,20,24Step,2.7337868,10.4227065,9.789476543,10.19157283,9.789476543,level7
BEAHol,21,24Step,3.2449779,9.360834306,11.37257531,8.915930044,11.37257531,level7
BEAHol,22,24Step,3.1177723,17.42026075,16.38074954,17.126109,16.38074954,level7
BEAHol,23,24Step,16.6512732,15.05685697,14.2662139,14.55899506,14.2662139,level7
BEAHol,24,24Step,12.5067498,11.54755434,10.69503482,11.10792162,10.69503482,level7
BEAVis,1,24Step,13.8543332,20.07896767,19.71015161,20.07896771,19.71015161,level7
BEAVis,2,24Step,0,8.596580596,8.212080028,8.384558394,8.212080028,level7
BEAVis,3,24Step,22.111223,11.5635735,6.960127288,11.40255052,6.960127288,level7
BEAVis,4,24Step,1.5026512,16.44204599,9.857685198,15.11532314,9.857685198,level7
BEAVis,5,24Step,2.2469529,4.877838215,2.162181172,3.389817147,2.162181172,level7
BEAVis,6,24Step,65.9354073,7.978425897,5.736263758,6.745462326,5.736263758,level7
BEAVis,7,24Step,15.5709082,4.531626975,2.324214204,3.263972483,2.324214204,level7
BEAVis,8,24Step,3.9648714,5.976497431,2.155579234,4.768304267,2.155579234,level7
BEAVis,9,24Step,41.4512371,4.777854377,6.90371487,3.307275963,6.90371487,level7
BEAVis,10,24Step,6.7851501,14.37463779,11.73759904,13.20964213,11.73759904,level7
BEAVis,11,24Step,13.5854572,4.98449251,1.80161576,3.608855143,1.80161576,level7
BEAVis,12,24Step,9.9822107,23.3052651,16.12962606,21.36304226,16.12962606,level7
BEAVis,13,24Step,21.0764058,20.46457937,18.40659226,18.36024852,18.40659226,level7
BEAVis,14,24Step,18.5386035,8.724101824,6.709180683,7.186639447,6.709180683,level7
BEAVis,15,24Step,6.5396519,7.701930918,5.383124184,5.382742923,5.383124184,level7
BEAVis,16,24Step,14.787345,11.19690722,8.450251523,8.645283989,8.450251523,level7
BEAVis,17,24Step,4.0617453,3.077856626,0.963255836,1.141091328,0.963255836,level7
BEAVis,18,24Step,8.745411,6.742384659,4.580624007,4.653677342,4.580624007,level7
BEAVis,19,24Step,6.2207841,3.238686357,0.859820946,1.342354927,0.859820946,level7
BEAVis,20,24Step,5.1030383,3.225740819,0.68211119,0.933813592,0.68211119,level7
BEAVis,21,24Step,1.8616805,4.99860493,5.380663908,2.730579448,5.380663908,level7
BEAVis,22,24Step,15.4884814,13.27910622,10.69878132,11.41197072,10.69878132,level7
BEAVis,23,24Step,11.6707108,3.534221806,1.043526747,1.319142858,1.043526747,level7
BEAVis,24,24Step,0,17.2720959,14.39433674,14.48533363,14.39433674,level7
BEABus,1,24Step,0,1.12129886,0,1.121298891,0,level7
BEABus,2,24Step,0,1.094510114,0.81171823,0.713037576,0.81171823,level7
BEABus,3,24Step,5.5642395,1.724357735,1.112869382,1.626994247,1.112869382,level7
BEABus,4,24Step,0,2.777597318,1.943910112,2.625095297,1.943910112,level7
BEABus,5,24Step,2.5661772,5.071935057,4.256114604,4.740087932,4.256114604,level7
BEABus,6,24Step,0,-0.685241386,0,-0.96928597,0,level7
BEABus,7,24Step,0,5.13746628,4.894336692,4.963304992,4.894336692,level7
BEABus,8,24Step,0,0.525315938,0.449108553,0.498202687,0.449108553,level7
BEABus,9,24Step,0,-2.516808879,2.133402101,-2.729891652,2.133402101,level7
BEABus,10,24Step,0,7.58155662,7.308652722,7.308234425,7.308652722,level7
BEABus,11,24Step,4.4727856,1.346877974,1.390966812,1.250212613,1.390966812,level7
BEABus,12,24Step,4.558242,4.585495566,4.964454635,4.457358963,4.964454635,level7
BEABus,13,24Step,0,-0.931336166,0,-1.173553889,0,level7
BEABus,14,24Step,0,0.35022701,0.374653108,0.357687141,0.374653108,level7
BEABus,15,24Step,8.0345235,0.704798168,0.644195243,0.701548632,0.644195243,level7
BEABus,16,24Step,0,1.346995618,1.393261942,1.179694783,1.393261942,level7
BEABus,17,24Step,0,4.720679364,4.431385,4.517850033,4.431385,level7
BEABus,18,24Step,0,-0.589297718,0,-0.596909874,0,level7
BEABus,19,24Step,1.3393854,4.045563817,4.175398691,4.097273102,4.175398691,level7
BEABus,20,24Step,4.0432318,-0.250322043,0.037051395,-0.311177503,0.037051395,level7
BEABus,21,24Step,5.5067285,-0.246290464,2.46496494,-0.489777078,2.46496494,level7
BEABus,22,24Step,0,6.370968639,6.570924371,6.302504912,6.570924371,level7
BEABus,23,24Step,0,0.666116043,0.883591177,0.596852986,0.883591177,level7
BEABus,24,24Step,0,3.653618597,4.11035265,3.5521796,4.11035265,level7
BEAOth,1,24Step,0,2.263308654,2.605615903,2.263308685,2.605615903,level7
BEAOth,2,24Step,0,1.809795086,2.344561067,1.807649679,2.344561067,level7
BEAOth,3,24Step,0,2.952497537,2.497461984,3.177965304,2.497461984,level7
BEAOth,4,24Step,0,2.495529764,2.740396582,2.573743461,2.740396582,level7
BEAOth,5,24Step,0,3.810077753,2.185288451,3.62960252,2.185288451,level7
BEAOth,6,24Step,0,2.570145486,2.801898597,2.391327222,2.801898597,level7
BEAOth,7,24Step,0,2.635543088,2.329792828,2.666487153,2.329792828,level7
BEAOth,8,24Step,2.5213995,2.964656074,2.480106368,2.967629875,2.480106368,level7
BEAOth,9,24Step,0,21.12385043,29.9247626,21.12780285,29.9247626,level7
BEAOth,10,24Step,0,2.697768956,1.749124975,3.147644045,1.749124975,level7
BEAOth,11,24Step,9.0569714,4.709810157,4.567421768,5.009871785,4.567421768,level7
BEAOth,12,24Step,26.1370829,4.775452254,2.890755023,4.933854736,2.890755023,level7
BEAOth,13,24Step,0,4.132182941,4.32742273,4.08606284,4.32742273,level7
BEAOth,14,24Step,3.2573434,4.018039191,3.989823392,4.200371917,3.989823392,level7
BEAOth,15,24Step,0,4.213297002,4.223630669,4.373036261,4.223630669,level7
BEAOth,16,24Step,0,4.517951977,4.584762978,4.536013735,4.584762978,level7
BEAOth,17,24Step,0,3.813529023,3.762839836,3.810085608,3.762839836,level7
BEAOth,18,24Step,0,4.391933544,4.690480144,4.56221047,4.690480144,level7
BEAOth,19,24Step,0,3.762343809,3.98412602,3.951575578,3.98412602,level7
BEAOth,20,24Step,0,4.26844351,4.220096998,4.417616096,4.220096998,level7
BEAOth,21,24Step,0,16.75433564,20.9538335,16.70914644,20.9538335,level7
BEAOth,22,24Step,0,4.04521189,3.550653568,4.252890622,3.550653568,level7
BEAOth,23,24Step,0,6.056252729,6.172888162,6.216120244,6.172888162,level7
BEAOth,24,24Step,0,5.127852568,4.847996953,5.323802168,4.847996953,level7
BEBHol,1,24Step,85.6290913,145.1547947,142.6421516,145.1547947,142.6421516,level7
BEBHol,2,24Step,60.0287382,38.56711024,39.85834983,38.6952104,39.85834983,level7
BEBHol,3,24Step,65.4117525,77.77530279,76.96978059,77.83724061,76.96978059,level7
BEBHol,4,24Step,175.2378114,140.6658833,136.6211743,140.5526706,136.6211743,level7
BEBHol,5,24Step,48.1619058,76.31929697,74.64668684,75.94772632,74.64668684,level7
BEBHol,6,24Step,74.2814464,80.25750804,80.87644885,79.93344563,80.87644885,level7
BEBHol,7,24Step,62.0025476,76.18340169,79.29621895,76.18279688,79.29621895,level7
BEBHol,8,24Step,33.887091,96.30363792,99.14679971,96.33690135,99.14679971,level7
BEBHol,9,24Step,57.4589398,81.53025072,80.88687945,81.81055317,80.88687945,level7
BEBHol,10,24Step,159.0712665,127.3995974,125.9564045,127.3090331,125.9564045,level7
BEBHol,11,24Step,35.9375258,99.31520959,97.05965254,99.0506478,97.05965254,level7
BEBHol,12,24Step,33.2563643,71.79177481,70.30577985,71.44818394,70.30577985,level7
BEBHol,13,24Step,216.0872316,148.0417066,147.3326717,147.3801921,147.3326717,level7
BEBHol,14,24Step,92.4404619,40.62183565,40.19277558,40.48653534,40.19277558,level7
BEBHol,15,24Step,72.1186977,78.25029689,77.80580859,77.86984814,77.80580859,level7
BEBHol,16,24Step,76.7039793,144.0823033,143.4657732,143.3754518,143.4657732,level7
BEBHol,17,24Step,109.9947163,80.36287446,80.06391685,79.95291269,80.06391685,level7
BEBHol,18,24Step,76.9491712,82.60607607,81.95703939,82.4121716,81.95703939,level7
BEBHol,19,24Step,38.439875,76.98603879,76.58927576,76.96371603,76.58927576,level7
BEBHol,20,24Step,73.3346312,96.76636334,96.4049305,96.69862122,96.4049305,level7
BEBHol,21,24Step,61.6981486,82.09283277,81.06865274,81.96788834,81.06865274,level7
BEBHol,22,24Step,69.5385871,130.6780033,130.0102138,130.3031908,130.0102138,level7
BEBHol,23,24Step,70.8434132,99.38505915,98.66597746,98.81755914,98.66597746,level7
BEBHol,24,24Step,35.990064,70.59099216,69.88788307,70.04565876,69.88788307,level7
BEBVis,1,24Step,119.4440307,113.5499625,115.587297,113.5499626,115.587297,level7
BEBVis,2,24Step,33.7393235,16.58581572,17.41760395,16.61429595,17.41760395,level7
BEBVis,3,24Step,61.234366,38.8612893,35.07528514,38.91874958,35.07528514,level7
BEBVis,4,24Step,51.4518618,56.92175425,50.5796353,55.79027669,50.5796353,level7
BEBVis,5,24Step,18.466221,54.01435156,51.24048777,52.71320821,51.24048777,level7
BEBVis,6,24Step,6.3712473,36.22306647,33.96762511,35.1511824,33.96762511,level7
BEBVis,7,24Step,45.6263456,43.59922258,43.05024037,42.53123499,43.05024037,level7
BEBVis,8,24Step,28.3322327,40.3026961,39.38329131,39.42125937,39.38329131,level7
BEBVis,9,24Step,31.1479324,42.05754758,37.73612191,41.10688835,37.73612191,level7
BEBVis,10,24Step,38.8231831,43.26640376,40.78575,42.22039663,40.78575,level7
BEBVis,11,24Step,160.6248017,36.38601136,32.16685688,35.03080375,32.16685688,level7
BEBVis,12,24Step,71.3589748,70.79315394,63.24916601,68.93523515,63.24916601,level7
BEBVis,13,24Step,27.6816532,115.079728,112.4170184,113.0369079,112.4170184,level7
BEBVis,14,24Step,9.6797607,17.05093415,15.09997684,15.56864406,15.09997684,level7
BEBVis,15,24Step,31.0023992,36.52973034,34.18927949,34.2274933,34.18927949,level7
BEBVis,16,24Step,117.2120466,48.68750192,46.19705893,46.15146796,46.19705893,level7
BEBVis,17,24Step,32.6640087,51.02032925,49.06725886,49.11956797,49.06725886,level7
BEBVis,18,24Step,27.4468796,34.13791428,31.77812404,32.11647129,31.77812404,level7
BEBVis,19,24Step,15.0400391,42.5906498,40.31330966,40.7976287,40.31330966,level7
BEBVis,20,24Step,42.0803253,35.32296837,33.05113586,33.19443269,33.05113586,level7
BEBVis,21,24Step,42.4042509,39.24612442,36.59226236,37.29805876,36.59226236,level7
BEBVis,22,24Step,138.4648905,41.00422094,38.79561775,39.0564247,38.79561775,level7
BEBVis,23,24Step,78.8987772,32.03052472,29.61139104,29.74580766,29.61139104,level7
BEBVis,24,24Step,34.7338605,63.88176582,61.15341709,60.98930287,61.15341709,level7
BEBBus,1,24Step,8.0330349,20.49817584,21.78302749,20.49817588,21.78302749,level7
BEBBus,2,24Step,46.7444776,18.41379667,19.34729358,18.27282657,19.34729358,level7
BEBBus,3,24Step,18.1650267,20.15187486,20.35782856,20.27299463,20.35782856,level7
BEBBus,4,24Step,2.8024231,17.96050148,17.36905612,18.00324475,17.36905612,level7
BEBBus,5,24Step,13.4195925,16.57221508,15.69818788,16.42724566,15.69818788,level7
