,Series,ETS.rec,ETS.unrec,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,Actual,date,ForecastInterval,OLS.var.rec,OLS.var.unrec
8596,BDFOth,0.395802454,1.497747302,0.395802454,1.553126147,0.890064384280481,0,0,4,1Step,,
8597,BDFOth,1.218613178,1.490721704,1.218613178,1.407748279,-0.617188580022059,0.235766739441977,0,5,1Step,,
8598,BDFOth,0.274416519,1.481920141,0.274416519,1.539029076,0.475310194796582,0,0,6,1Step,,
8599,BDFOth,-2.248530779,1.474872683,-2.248530779,1.531339857,1.68749094206645,0.519423617594915,0,7,1Step,,
8600,BDFOth,3.953290278,1.471480062,3.953290278,1.523727401,-0.905048120432311,0.137502147067489,0,8,1Step,,
8601,BDFOth,2.181843169,1.458833029,2.181843169,1.516193195,3.39425862456036,5.10352266583391,0,9,1Step,,
8602,BDFOth,1.906316881,1.456364478,1.906316881,0.681170048,-2.03875308680639,0,0,10,1Step,,
8603,BDFOth,3.551775904,1.449366273,3.551775904,1.507753917,0.909537236535182,1.15841706943046,0,11,1Step,,
8604,BDFOth,1.531125061,1.443530771,1.531125061,1.500373049,1.59128611988549,0.209015313131228,0,12,1Step,,
8605,BDFOth,-6.097621597,1.431971074,-6.097621597,1.493064491,0.31119771216642,0,0,13,1Step,,
8606,BDFOth,5.419535058,1.428940162,5.419535058,1.48582715,-0.123081231539352,0,0,14,1Step,,
8607,BDFOth,3.400613206,1.375328717,3.400613206,1.423345131,2.15020128724301,0.505057608095646,7.2618566,15,1Step,,
8608,BDFOth,1.121797356,1.44847511,1.121797356,1.505459343,1.23593266980934,0,0,16,1Step,,
8609,BDFOth,3.165548766,1.44275776,3.165548766,1.498262432,0.119358627834293,0.40623027763983,0,17,1Step,,
8610,BDFOth,2.298681519,1.436345943,2.298681519,1.491134324,0.418824830523376,0,0,18,1Step,,
8611,BDFOth,0.567647961,1.428755848,0.567647961,1.484074088,0.657290084309927,0.422367162447835,0,19,1Step,,
8612,BDFOth,5.787189293,1.375367101,5.787189293,1.477080758,0.29804782881404,0.066125278242233,0,20,1Step,,
8613,BDFOth,2.404357147,1.375229509,2.404357147,1.470153324,5.24175951569642,4.71666646127717,0,21,1Step,,
8614,BDFOth,-0.890332081,1.375091931,-0.890332081,1.463290834,0.286034712870878,0.559708742778585,0,22,1Step,,
8615,BDFOth,2.839643361,1.404994973,2.839643361,1.456492501,4.14826653732145,1.00765402243826,0,23,1Step,,
8616,BDFOth,-0.157679134,1.400929906,-0.157679134,1.449757305,0.887893530753453,0.118374142823296,0.5018711,24,1Step,,
8617,BEAHol,7.401433212,7.674727815,7.401433212,4.822533212,12.4103865791045,6.83539060302845,0,1,1Step,,
8618,BEAHol,7.750124974,7.274162289,7.750124974,6.460897576,5.45203592329509,5.57843794578833,0,2,1Step,,
8619,BEAHol,-0.152172159,6.001003732,-0.152172159,5.520970123,4.91370324567797,3.79832523018381,43.1290621,3,1Step,,
8620,BEAHol,8.637047765,8.414114045,8.637047765,5.464778468,12.7509237391668,7.97783041451305,16.6612522,4,1Step,,
8621,BEAHol,9.877009014,8.848601968,9.877009014,9.209165006,6.93991104247562,6.61529215474991,8.3992226,5,1Step,,
8622,BEAHol,11.47282686,8.825840153,11.47282686,9.163429359,9.15089540546332,9.45469665963769,1.9139574,6,1Step,,
8623,BEAHol,8.2185331,8.467817994,8.2185331,9.795816634,9.14299171850676,10.2328511727901,7.5907762,7,1Step,,
8624,BEAHol,8.85217887,8.435422281,8.85217887,9.32855028,6.60505194563591,5.56696200327601,0,8,1Step,,
8625,BEAHol,8.140813087,8.051398903,8.140813087,9.106804926,0.858067230435743,6.32094450303858,10.4186715,9,1Step,,
8626,BEAHol,9.256313546,8.147707936,9.256313546,8.529166115,13.6701072663624,11.7019793428324,2.3677064,10,1Step,,
8627,BEAHol,8.908704171,7.917596992,8.908704171,8.627973997,9.04602351754974,8.69671773108813,17.6519336,11,1Step,,
8628,BEAHol,7.849141814,8.287630883,7.849141814,8.124749468,6.73155144994243,4.90502813982428,4.9512658,12,1Step,,
8629,BEAHol,11.67139836,8.15344936,11.67139836,8.953166411,10.2510091237492,11.6593821835644,16.1263996,13,1Step,,
8630,BEAHol,7.458307267,8.460572981,7.458307267,8.506382573,2.85894993277631,4.9995477930752,3.7242682,14,1Step,,
8631,BEAHol,-5.481951295,8.273770937,-5.481951295,8.645043195,6.38839490597691,6.01040910109183,7.2886657,15,1Step,,
8632,BEAHol,10.65662785,8.236684841,10.65662785,8.579616232,13.2479350904672,11.4172287063478,23.4007764,16,1Step,,
8633,BEAHol,8.380549685,8.808786686,8.380549685,8.104437695,9.32858675118715,8.40884959311804,0,17,1Step,,
8634,BEAHol,8.569610996,8.446771233,8.569610996,9.685945079,9.79179123333576,9.85766108366997,5.0536697,18,1Step,,
8635,BEAHol,7.973197456,8.321242549,7.973197456,9.005149065,10.080554480471,9.70627904458111,14.8244669,19,1Step,,
8636,BEAHol,8.69785083,8.554966719,8.69785083,8.457417433,6.15336609079893,5.04781240655979,2.7337868,20,1Step,,
8637,BEAHol,7.088214374,8.347010076,7.088214374,9.222110498,8.21589634337765,6.85347092912123,3.2449779,21,1Step,,
8638,BEAHol,8.115856948,8.168118975,8.115856948,8.915493506,13.3553693015192,12.1509967928482,3.1177723,22,1Step,,
8639,BEAHol,6.415088533,8.007666899,6.415088533,8.732504024,11.4029759680289,9.65417314367639,16.6512732,23,1Step,,
8640,BEAHol,2.963837107,8.274830054,2.963837107,7.845129275,6.12947892576619,5.24820588241676,12.5067498,24,1Step,,
8641,BEAVis,28.11031192,22.82975468,28.11031192,14.11997003,22.8317451233972,22.1559133475857,13.8543332,1,1Step,,
8642,BEAVis,14.16090438,11.24070164,14.16090438,12.658386,10.342862203633,10.5105843055142,0,2,1Step,,
8643,BEAVis,7.63091663,10.36228689,7.63091663,11.81317772,15.019281556253,9.06627573432107,22.111223,3,1Step,,
8644,BEAVis,17.98627668,13.91495796,17.98627668,13.05915284,20.7973507178066,12.8478323464788,1.5026512,4,1Step,,
8645,BEAVis,11.82635306,7.72910007,11.82635306,13.06508253,6.79260782947464,4.60380470509303,2.2469529,5,1Step,,
8646,BEAVis,14.3337447,11.23266291,14.3337447,2.134149043,11.5003449696402,8.37705778640739,65.9354073,6,1Step,,
8647,BEAVis,14.64145346,13.71079084,14.64145346,12.43971333,8.6783017843997,6.71824985077492,15.5709082,7,1Step,,
8648,BEAVis,14.77918017,13.71097693,14.77918017,12.34678764,10.7278121866772,6.23408894124391,3.9648714,8,1Step,,
8649,BEAVis,16.94166205,13.77824449,16.94166205,12.75126764,7.79728332249203,10.7250572576411,41.4512371,9,1Step,,
8650,BEAVis,18.00025633,13.90017677,18.00025633,14.67857557,19.6579253632965,16.9893367617625,6.7851501,10,1Step,,
8651,BEAVis,15.14459777,13.86428465,15.14459777,14.93519033,9.0458741839979,6.03367709372023,13.5854572,11,1Step,,
8652,BEAVis,19.18333636,13.86425677,19.18333636,13.23029205,27.9836565687754,20.7670925505108,9.9822107,12,1Step,,
8653,BEAVis,21.84350273,13.8462898,21.84350273,13.85256765,23.8822910775998,22.4607227922511,21.0764058,13,1Step,,
8654,BEAVis,12.4476355,13.88245672,12.4476355,12.54790181,15.001150837718,10.8719221975838,18.5386035,14,1Step,,
8655,BEAVis,1.457081397,13.90655171,1.457081397,15.00008662,15.2406662421801,10.6889109347538,6.5396519,15,1Step,,
8656,BEAVis,16.43122997,13.86793227,16.43122997,12.69695403,17.1149637119699,12.8292730007942,14.787345,16,1Step,,
8657,BEAVis,15.30276521,13.87468576,15.30276521,12.78267955,8.41155132806617,5.81757653952061,4.0617453,17,1Step,,
8658,BEAVis,16.37507294,15.66663714,16.37507294,19.36160712,15.0712809596432,11.3868340879454,8.745411,18,1Step,,
8659,BEAVis,11.03972883,9.635783545,11.03972883,13.8056519,9.07635993459753,6.13536795585183,6.2207841,19,1Step,,
8660,BEAVis,10.8053973,9.186198505,10.8053973,13.77163904,8.05550649160156,5.77166612247197,5.1030383,20,1Step,,
8661,BEAVis,13.7475769,12.64374761,13.7475769,16.43451709,15.4674202011972,11.48932353748,1.8616805,21,1Step,,
8662,BEAVis,16.58005477,15.57631625,16.58005477,13.68017878,17.2734758247264,15.5463530175004,15.4884814,22,1Step,,
8663,BEAVis,11.0598206,8.146025894,11.0598206,13.68818012,13.0251993782383,6.50057353223121,11.6707108,23,1Step,,
8664,BEAVis,27.44477751,21.20274274,27.44477751,13.67929259,23.5479144167055,19.6782037470636,0,24,1Step,,
8665,BEABus,-6.635495769,4.275629966,-6.635495769,4.276230786,2.62698224544432,0,0,1,1Step,,
8666,BEABus,3.419453139,4.257110594,3.419453139,4.255371123,1.36603141498174,1.20111585081897,0,2,1Step,,
8667,BEABus,15.39812385,4.235908445,15.39812385,4.234713982,3.19906786429225,1.4837963613608,5.5642395,3,1Step,,
8668,BEABus,0.118015756,4.23842959,0.118015756,4.241136811,6.0913644166502,2.40977348200978,0,4,1Step,,
8669,BEABus,7.937409959,4.219634884,7.937409959,4.22074673,7.85161894043118,4.67534892861356,2.5661772,5,1Step,,
8670,BEABus,2.991647151,4.211361263,2.991647151,4.212830129,3.06363262878417,0,0,6,1Step,,
8671,BEABus,7.277839856,4.190689241,7.277839856,4.192769033,8.25944943495166,5.32317116209006,0,7,1Step,,
8672,BEABus,6.165588263,4.186330355,6.165588263,4.17289809,3.67089764654564,0.789915793979326,0,8,1Step,,
8673,BEABus,7.052784267,4.155549722,7.052784267,4.153214608,-0.578006475872997,2.49262143330737,0,9,1Step,,
8674,BEABus,7.024620144,4.135241671,7.024620144,4.133715948,7.54770058814692,7.63290563678019,0,10,1Step,,
8675,BEABus,6.550996617,4.08892438,6.550996617,4.114399519,3.77331501638778,1.59226145496334,4.4727856,11,1Step,,
8676,BEABus,2.086766991,4.088962767,2.086766991,4.116066431,8.95235304344751,5.25534782675253,4.558242,12,1Step,,
8677,BEABus,-1.619370474,4.089009696,-1.619370474,4.11811354,1.44402350367684,0,0,13,1Step,,
8678,BEABus,3.168090067,4.096404312,3.168090067,4.099136058,2.78643651477755,0.709496275424534,0,14,1Step,,
8679,BEABus,13.26733006,4.080821343,13.26733006,4.080332682,5.60061712459795,0.778453062469639,8.0345235,15,1Step,,
8680,BEABus,4.142320181,4.097611817,4.142320181,4.098388347,5.07288337394127,1.90119735507416,0,16,1Step,,
8681,BEABus,4.831481415,4.080808589,4.831481415,4.07975931,7.44358922549476,4.88987902679907,0,17,1Step,,
8682,BEABus,3.229269229,4.058159692,3.229269229,4.06129886,2.81939288182745,0,0,18,1Step,,
8683,BEABus,5.410098509,4.042166994,5.410098509,4.043004721,6.56379409375961,4.7246425926915,1.3393854,19,1Step,,
8684,BEABus,5.440462655,4.033250836,5.440462655,4.030880868,0.179506982276772,0.381209680787613,4.0432318,20,1Step,,
8685,BEABus,5.70451676,4.033251835,5.70451676,4.030936006,4.50993345307185,2.94451868172701,5.5067285,21,1Step,,
8686,BEABus,3.725358748,4.02324494,3.725358748,4.037495084,8.531562391219,7.28307928499486,0,22,1Step,,
8687,BEABus,5.536774272,4.012853934,5.536774272,4.019630061,3.84514418220644,1.12780733343741,0,23,1Step,,
8688,BEABus,-1.269030503,4.003870333,-1.269030503,4.00192244,7.73155018365891,4.4804476576493,0,24,1Step,,
8689,BEAOth,-4.688690354,2.449567464,-4.688690354,1.338571859,1.17323747444837,1.35488538058055,0,1,1Step,,
8690,BEAOth,3.90576202,2.630472405,3.90576202,1.255169466,-0.006322472011614,1.13962989244025,0,2,1Step,,
8691,BEAOth,-3.012198272,2.253081648,-3.012198272,1.1855232,1.92056918770756,1.22515401690998,0,3,1Step,,
8692,BEAOth,2.751417872,2.513781175,2.751417872,1.026088631,2.48054359694901,1.39579745330267,0,4,1Step,,
8693,BEAOth,3.716848898,2.303410108,3.716848898,0.972355034,2.10879737261234,0.79895716544118,0,5,1Step,,
8694,BEAOth,4.499500799,2.305345579,4.499500799,0.925407468,1.88174284647429,1.34184122392455,0,6,1Step,,
8695,BEAOth,0.843927535,2.46197565,0.843927535,1.117879293,0.642149272804,0.84465901207034,0,7,1Step,,
8696,BEAOth,1.530496863,1.417344154,1.530496863,1.063231083,1.65131657785507,0.941211262602718,2.5213995,8,1Step,,
8697,BEAOth,2.339104152,1.468317362,2.339104152,26.14185734,19.789201704497,30.0881406068221,0,9,1Step,,
8698,BEAOth,0.389382184,1.403782099,0.389382184,1.176356047,1.77757324659852,1.42263720503026,0,10,1Step,,
8699,BEAOth,1.647866165,1.341118972,1.647866165,1.555321594,3.29108100622293,2.64173514760743,9.0569714,11,1Step,,
8700,BEAOth,3.626720188,2.651150168,3.626720188,1.114607087,4.03595943179227,1.4983313940508,26.1370829,12,1Step,,
8701,BEAOth,-1.649352951,3.180742953,-1.649352951,2.372262166,1.57222916389082,2.45073454894523,0,13,1Step,,
8702,BEAOth,3.990238855,3.20397562,3.990238855,2.234617728,3.04118122874397,1.7096220265879,3.2573434,14,1Step,,
8703,BEAOth,-8.430516639,3.316294851,-8.430516639,2.287472952,4.24462769062442,1.93433924879791,0,15,1Step,,
8704,BEAOth,5.459768363,3.282964473,5.459768363,2.171270509,3.59700600981859,2.23805084875866,0,16,1Step,,
8705,BEAOth,3.948337116,2.980480843,3.948337116,2.069801882,0.158934921648473,1.38436543452474,0,17,1Step,,
8706,BEAOth,2.817668521,2.92519341,2.817668521,1.999204902,2.27122269086141,2.16711384951285,0,18,1Step,,
8707,BEAOth,2.377308297,2.99808173,2.377308297,1.903204904,2.33639427520195,1.27072369822591,0,19,1Step,,
8708,BEAOth,3.496657691,3.110436787,3.496657691,2.199875909,2.620398274094,1.84991369112985,0,20,1Step,,
8709,BEAOth,2.858246135,3.071923173,2.858246135,0.754737552,5.70117510318003,4.74780817400208,0,21,1Step,,
8710,BEAOth,0.26906881,3.105384128,0.26906881,1.729764676,0.341042841198436,1.48611674509073,0,22,1Step,,
8711,BEAOth,3.067063928,3.163235761,3.067063928,2.976937135,6.33157289375074,3.93564361090396,0,23,1Step,,
8712,BEAOth,-0.53210989,1.776008138,-0.53210989,5.39212278,5.73343465119166,5.65424902550321,0,24,1Step,,
8713,BEBHol,136.513995,129.2202827,136.513995,129.6847968,139.735497499208,136.662464367752,85.6290913,1,1Step,,
8714,BEBHol,33.17885812,34.99563045,33.17885812,53.94848629,22.2263811960123,20.6245638357661,60.0287382,2,1Step,,
8715,BEBHol,66.2530205,73.88414287,66.2530205,73.03696051,74.4894473639037,74.778696513312,65.4117525,3,1Step,,
8716,BEBHol,138.742069,138.6712976,138.742069,119.5408802,132.604645061884,127.859978669172,175.2378114,4,1Step,,
8717,BEBHol,71.97804554,72.59383034,71.97804554,86.50702294,76.257005417191,76.8809959486379,48.1619058,5,1Step,,
8718,BEBHol,74.99266746,72.50273602,74.99266746,78.23923017,69.0974798390151,68.6000433203758,74.2814464,6,1Step,,
8719,BEBHol,75.14229748,71.69952387,75.14229748,61.48959289,68.5723954976202,70.518960681918,62.0025476,7,1Step,,
8720,BEBHol,90.7096626,89.19749858,90.7096626,71.99501001,87.4574674106985,87.9344363160313,33.887091,8,1Step,,
8721,BEBHol,74.59188967,72.24923647,74.59188967,75.80676158,63.6960104372589,59.3991830903697,57.4589398,9,1Step,,
8722,BEBHol,127.099326,123.2312277,127.099326,101.61076,116.52110330498,113.233834562513,159.0712665,10,1Step,,
8723,BEBHol,95.55605321,92.55337558,95.55605321,96.53974177,96.0763146081187,95.6727492545101,35.9375258,11,1Step,,
8724,BEBHol,66.2660711,67.57195238,66.2660711,80.80283171,54.1531768117604,49.0549447028755,33.2563643,12,1Step,,
8725,BEBHol,133.0593574,125.6427883,133.0593574,93.92895306,130.991663172764,132.129012655243,216.0872316,13,1Step,,
8726,BEBHol,33.67672577,35.45520753,33.67672577,70.20125248,40.2458340480621,45.0071884226297,92.4404619,14,1Step,,
8727,BEBHol,59.92428864,74.30569892,59.92428864,80.18483353,79.3075484977387,81.017947063926,72.1186977,15,1Step,,
8728,BEBHol,139.6129021,140.7028734,139.6129021,140.3733318,135.438584990993,133.20104316583,76.7039793,16,1Step,,
8729,BEBHol,71.71446978,73.02656273,71.71446978,76.47233703,60.901536184125,58.2510856639291,109.9947163,17,1Step,,
8730,BEBHol,75.1216629,74.72235767,75.1216629,81.25161978,79.4179003363989,79.7629246637868,76.9491712,18,1Step,,
8731,BEBHol,72.932192,70.87512135,72.932192,68.06373768,67.5711141399825,67.6817455677789,38.439875,19,1Step,,
8732,BEBHol,84.02120439,84.41341447,84.02120439,65.80961065,83.624900035148,82.6439712530206,73.3346312,20,1Step,,
8733,BEBHol,71.2107684,68.40687389,71.2107684,77.02527355,69.8897865487427,68.6594282275679,61.6981486,21,1Step,,
8734,BEBHol,124.5447883,119.5239458,124.5447883,123.6386957,117.470979377036,115.258687230347,69.5385871,22,1Step,,
8735,BEBHol,94.88929037,101.6861919,94.88929037,71.70839247,79.626421980373,78.5143871560328,70.8434132,23,1Step,,
8736,BEBHol,59.73077738,65.04938894,59.73077738,63.04448848,57.1394930829487,55.6929955205527,35.990064,24,1Step,,
8737,BEBVis,123.3684762,110.520912,123.3684762,87.59185071,117.111419717114,118.937550787414,119.4440307,1,1Step,,
8738,BEBVis,27.76320983,27.13574211,27.76320983,43.33116064,22.6023029941551,21.0418057139666,33.7393235,2,1Step,,
8739,BEBVis,43.56062148,47.76993822,43.56062148,42.06230632,44.0695215534596,39.5211428972304,61.234366,3,1Step,,
8740,BEBVis,67.12497259,63.20581616,67.12497259,68.56785131,63.8638851812141,55.9427937428059,51.4518618,4,1Step,,
8741,BEBVis,59.4574829,57.00442176,59.4574829,55.21596004,56.7943754854738,55.554181781033,18.466221,5,1Step,,
8742,BEBVis,45.24523255,42.30120603,45.24523255,48.84967529,40.2227428471205,36.298217891888,6.3712473,6,1Step,,
8743,BEBVis,53.39633889,48.77361777,53.39633889,55.23173244,46.210479652371,45.1071334496858,45.6263456,7,1Step,,
8744,BEBVis,50.12422118,47.96061051,50.12422118,74.27660434,46.0394364619264,43.0607720649989,28.3322327,8,1Step,,
8745,BEBVis,51.80412854,46.38747196,51.80412854,38.25274662,47.6188453642688,40.786914680768,31.1479324,9,1Step,,
8746,BEBVis,52.91234576,46.05277348,52.91234576,23.20646225,47.8639457651061,43.876216345589,38.8231831,10,1Step,,
8747,BEBVis,41.8294063,38.53752273,41.8294063,45.54986697,38.5830522486276,35.5165955920349,160.6248017,11,1Step,,
8748,BEBVis,81.48439562,77.03270824,81.48439562,59.14025156,85.1698645779791,74.681591761909,71.3589748,12,1Step,,
8749,BEBVis,130.3776837,118.4818507,130.3776837,81.97049409,120.217030290029,118.524438428886,27.6816532,13,1Step,,
8750,BEBVis,26.6722783,28.88331557,26.6722783,49.20552614,18.7909926008967,17.282520475765,9.6797607,14,1Step,,
8751,BEBVis,34.34239227,47.41755063,34.34239227,59.28826342,43.5335424227031,41.0701714872366,31.0023992,15,1Step,,
8752,BEBVis,61.23404185,62.18065847,61.23404185,47.44711316,54.741889101685,50.0493629504779,117.2120466,16,1Step,,
8753,BEBVis,55.11492805,54.57070455,55.11492805,43.43822013,57.7904130208786,53.4657248710409,32.6640087,17,1Step,,
8754,BEBVis,42.30415225,41.31925098,42.30415225,38.80281155,36.1249970094741,32.7197046156761,27.4468796,18,1Step,,
8755,BEBVis,54.46896897,50.65990794,54.46896897,53.45943947,47.9154659139961,45.459380799892,15.0400391,19,1Step,,
8756,BEBVis,50.02938981,48.94528521,50.02938981,35.40506472,37.3945068916282,35.235291425494,42.0803253,20,1Step,,
8757,BEBVis,50.3263015,45.159782,50.3263015,50.02900334,44.8787705034064,41.0327409336618,42.4042509,21,1Step,,
8758,BEBVis,54.00932674,47.93248367,54.00932674,47.85890104,46.5179177765892,43.782875332316,138.4648905,22,1Step,,
8759,BEBVis,55.26602018,57.55654864,55.26602018,96.67816039,61.5453472052937,55.6574893602364,78.8987772,23,1Step,,
8760,BEBVis,83.63466725,77.40025109,83.63466725,63.13913004,75.3887169402724,70.9537817526099,34.7338605,24,1Step,,
8761,BEBBus,17.57586299,20.91998178,17.57586299,20.77208478,16.6487361680773,16.523716767303,8.0330349,1,1Step,,
8762,BEBBus,17.5810019,20.71139437,17.5810019,22.39743193,14.5223003113711,12.6291653644717,46.7444776,2,1Step,,
8763,BEBBus,31.51106832,21.82679939,31.51106832,25.92478465,17.7728182007638,17.4621738627415,18.1650267,3,1Step,,
8764,BEBBus,17.55385695,21.82643307,17.55385695,21.06191352,15.5445786429535,11.8914146402742,2.8024231,4,1Step,,
8765,BEBBus,22.88842179,20.81483857,22.88842179,19.12580105,10.9984501112807,8.77078951864029,13.4195925,5,1Step,,
8766,BEBBus,19.32126201,20.69803139,19.32126201,19.01987948,22.5122861508516,18.6474157492557,13.792694,6,1Step,,
8767,BEBBus,27.36300765,20.58379853,27.36300765,20.29747294,22.157287560851,20.0777150180071,39.9151079,7,1Step,,
8768,BEBBus,24.89936096,21.82469562,24.89936096,28.10246968,29.3508507178367,27.9849277129641,15.9365246,8,1Step,,
8769,BEBBus,25.97757869,20.82710512,25.97757869,20.8441528,32.7223312282866,26.0332545179665,27.9711234,9,1Step,,
8770,BEBBus,27.4735927,21.82472151,27.4735927,25.28306476,26.1081420403966,24.8742062700853,12.9733317,10,1Step,,
8771,BEBBus,25.29002156,20.81637887,25.29002156,20.81601853,16.1513904708139,13.9160773422397,13.08332,11,1Step,,
8772,BEBBus,17.82617543,20.69576342,17.82617543,20.14686597,16.8346640909984,9.86595007555616,12.3615535,12,1Step,,
8773,BEBBus,18.75200858,20.56176864,18.75200858,19.86577364,16.992304832996,15.2772577520324,15.7295291,13,1Step,,
8774,BEBBus,18.77463838,20.47916867,18.77463838,22.90726227,14.6553349771512,15.1991512520674,8.209741,14,1Step,,
8775,BEBBus,28.82799619,20.26717553,28.82799619,19.35426725,16.3412349599407,13.6074552688839,17.2861603,15,1Step,,
8776,BEBBus,16.74570203,20.21090798,16.74570203,19.73266113,14.0533834616815,10.4748620017915,6.7934354,16,1Step,,
8777,BEBBus,19.83611421,19.96929733,19.83611421,18.170503,13.0568588382398,8.77243527741762,46.7376443,17,1Step,,
8778,BEBBus,19.90936183,20.46178683,19.90936183,24.22694727,23.2679117120987,20.7276733073298,20.4510995,18,1Step,,
8779,BEBBus,24.234685,20.46163774,24.234685,23.4573886,23.0486526682838,21.6944080309101,7.8778046,19,1Step,,
8780,BEBBus,21.12004995,20.24793232,21.12004995,18.46363449,23.7222396024568,24.0485672030828,34.1886174,20,1Step,,
8781,BEBBus,26.22323394,20.48927881,26.22323394,23.4702807,28.6914543185653,27.2581066403038,9.3015429,21,1Step,,
8782,BEBBus,25.0827485,20.30753014,25.0827485,19.76669948,24.5833540286074,22.3269512843585,25.0198617,22,1Step,,
8783,BEBBus,16.70704328,20.38744611,16.70704328,21.46253757,16.5103767044021,14.4298078556496,15.5863895,23,1Step,,
8784,BEBBus,15.02593936,20.30645881,15.02593936,20.45286712,13.7196001425876,9.9032730975584,19.5919168,24,1Step,,
8785,BEBOth,5.766436643,5.337687521,5.766436643,14.22827471,16.7204671323311,19.404077883555,0.5621249,1,1Step,,
8786,BEBOth,4.319764308,5.33720971,4.319764308,3.168664037,3.71695483437233,3.13468781630139,3.5040934,2,1Step,,
8787,BEBOth,-1.493944308,5.249282093,-1.493944308,5.290153603,4.93295016544007,5.64216215980512,4.200407,3,1Step,,
8788,BEBOth,5.334651605,5.249177199,5.334651605,5.058960738,4.89025794497887,3.83393873358875,2.7492916,4,1Step,,
8789,BEBOth,4.990352944,5.221106004,4.990352944,4.852757033,6.17581640147058,5.81458561372294,5.9704282,5,1Step,,
8790,BEBOth,7.264296584,5.227196632,7.264296584,5.401752337,4.58628757734881,3.24514818225143,2.2282364,6,1Step,,
8791,BEBOth,7.280878861,5.206868474,7.280878861,4.705168083,12.901582052531,13.9607975221105,0,7,1Step,,
8792,BEBOth,6.393326266,5.184766128,6.393326266,4.435169454,2.43627493384847,3.24122846655211,0,8,1Step,,
8793,BEBOth,8.281301623,5.157275813,8.281301623,4.45162659,3.38653740938925,3.9257716924929,0,9,1Step,,
8794,BEBOth,6.884821228,5.139728431,6.884821228,4.422659832,12.7957985186167,11.1217216584164,12.2834631,10,1Step,,
8795,BEBOth,7.482021708,5.163704066,7.482021708,6.424455613,3.24228499048733,2.53867956499469,0,11,1Step,,
8796,BEBOth,5.253379181,5.145201374,5.253379181,4.132193782,7.90278671718725,2.09344988099393,0.2212987,12,1Step,,
8797,BEBOth,4.188099591,5.119575388,4.188099591,4.502536692,4.37588220961801,4.98336401782444,0,13,1Step,,
8798,BEBOth,5.106878348,5.096831159,5.106878348,4.382520989,1.62019177155483,2.90938908390478,0,14,1Step,,
8799,BEBOth,-7.296609263,5.075890275,-7.296609263,4.376293241,4.5512723264332,4.32936825596613,9.5931545,15,1Step,,
8800,BEBOth,3.761834317,5.094944739,3.761834317,5.927120044,6.52015886781164,4.7543682660338,15.5563825,16,1Step,,
8801,BEBOth,5.22892537,5.144925047,5.22892537,6.691550928,7.81848241342907,7.31319956445,18.7274172,17,1Step,,
8802,BEBOth,5.373651764,5.20471119,5.373651764,7.171885473,5.64491632773014,5.81996196371126,0,18,1Step,,
8803,BEBOth,6.957611143,5.173268831,6.957611143,4.02680948,13.9446486053611,13.3638848923805,0,19,1Step,,
8804,BEBOth,5.007811415,5.156684703,5.007811415,4.505949549,4.05848180111152,3.4126221205449,29.1921684,20,1Step,,
8805,BEBOth,9.116349903,5.267336733,9.116349903,9.236041532,10.4635766626936,9.64227682688508,5.5656551,21,1Step,,
8806,BEBOth,7.503076432,5.266287201,7.503076432,4.696608835,11.4156768016434,11.5528310678274,0,22,1Step,,
8807,BEBOth,-0.101530558,5.198964443,-0.101530558,4.497481544,8.41269869943287,6.65353741690273,5.6967142,23,1Step,,
8808,BEBOth,2.883277582,5.19901422,2.883277582,5.437092871,10.2478629483155,9.60345280391749,5.1285744,24,1Step,,
8809,BECHol,28.01294979,19.77779185,28.01294979,19.46908682,31.0562677583481,24.7220740702737,22.5895914,1,1Step,,
8810,BECHol,16.84826823,13.6482212,16.84826823,19.44228851,13.9235001526952,12.6296084427031,17.539357,2,1Step,,
8811,BECHol,19.55526371,21.04521395,19.55526371,17.20893271,21.9062539541155,21.249894903192,22.428901,3,1Step,,
8812,BECHol,49.23654938,39.38245911,49.23654938,26.50907719,40.89690932368,36.2311532928106,29.900384,4,1Step,,
8813,BECHol,27.93849261,23.37065298,27.93849261,18.93080372,24.7301324259479,24.785415195846,51.3717175,5,1Step,,
8814,BECHol,18.05208554,14.19643223,18.05208554,22.27483254,16.9113057042786,16.3369759949145,10.525053,6,1Step,,
8815,BECHol,16.41857529,13.60565744,16.41857529,19.84336007,13.9599735634834,13.5500373878566,14.9531805,7,1Step,,
8816,BECHol,20.52619748,17.81525553,20.52619748,20.90767932,19.3525940310282,17.8773659375754,9.7080181,8,1Step,,
8817,BECHol,12.52052762,11.93540201,12.52052762,18.98885435,13.6315993052527,10.176316169953,22.6512546,9,1Step,,
8818,BECHol,22.28135753,18.193667,22.28135753,19.0466459,21.2355839173051,18.7897835510271,7.6340996,10,1Step,,
8819,BECHol,38.52488986,33.72596193,38.52488986,16.04039603,28.7858860198324,30.0118174374731,4.9856985,11,1Step,,
8820,BECHol,10.06927119,10.65664477,10.06927119,20.54595576,10.2660013289681,8.73740481187967,14.5331196,12,1Step,,
8821,BECHol,28.55104743,25.47994011,28.55104743,19.25191106,23.4076198469882,23.3918832041832,29.2964054,13,1Step,,
8822,BECHol,13.7738244,12.98614985,13.7738244,19.50200621,11.0755685660075,13.5040127861914,85.0160142,14,1Step,,
